Property Reference,Charge Type,Gross Charge,Supplement,Small Business Relief,Charity Relief,Exemption Relief,Discretionary Relief,Additional Relief,Supporting Small Business Relief,Start Date,End Date,Company Name,Address,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI,Socrata ID
UPRN01051005110005,Occupied,9773.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,ACADEMY OF IDEAS LTD,"1ST F, 51 FARRINGDON ROAD, LONDON, EC1M 3JB",531486,181855,-0.106239,51.520319,Postcode Level,"(51.520319, -0.106239)",30/10/2020 11:09:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,84089
UPRN01126012500417,Occupied,3803.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/10/2019,WEWORK INTERNATIONAL LTD,"RM.04C111, AVIATION HOUSE, 125-129 KINGSWAY, LONDON, WC2B 6NH",530502,181456,-0.120561,51.516961,Postcode Level,"(51.516961, -0.120561)",30/10/2020 11:12:05 AM,http://opendatacommunities.org/id/london-borough-council/camden,190908
UPRN01058004800296,Occupied,1640.47,34.59,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,28/02/2011,AVANTA MANAGEMENT SERVICES LTD,"ROOM 3.03 3RD FLR, 48-54 CHARLOTTE STREET, LONDON, W1T 4PF",529397,181743,-0.136372,51.519795,Postcode Level,"(51.519795, -0.136372)",30/10/2020 11:07:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,8164
UPRN00733002500914,Occupied,1221.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,VODAFONE LIMITED,"SITE (2410) AT THE RAT & PARROT, 25 PARKWAY, LONDON, NW1 7PG",528863,183820,-0.143331,51.53858,Postcode Level,"(51.53858, -0.143331)",30/10/2020 11:06:57 AM,http://opendatacommunities.org/id/london-borough-council/camden,3506
UPRN00000144616002,Occupied,5942.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,C H PEPPIATT ESTATE AGENTS LIMITED,"BST & GND FS, 2-4 HIGHGATE ROAD, LONDON, NW5 1HR",529008,186121,-0.140398,51.559225,Postcode Level,"(51.559225, -0.140398)",30/10/2020 11:11:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,179612
UPRN01046003210036,Occupied,2644.70,0.00,2644.70,0.00,0.00,0.00,0.00,0.00,01/04/2020,,A-TEK SOLUTIONS LIMITED,"PT 3RD FLR, 32-33 HATTON GARDEN, LONDON, EC1N 8DL",531373,181811,-0.107883,51.51995,Postcode Level,"(51.51995, -0.107883)",30/10/2020 11:12:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,210182
UPRN01182002710013,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,CHALFORDS LTD,"BST, 27 GREVILLE STREET, LONDON, EC1N 8SU",531459,181782,-0.106681,51.519668,Postcode Level,"(51.519668, -0.106681)",30/10/2020 11:10:56 AM,http://opendatacommunities.org/id/london-borough-council/camden,148320
UPRN00733000910025,Occupied,6742.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/07/2012,31/03/2013,SMARTFLATS LTD,"1ST 2ND & 3RD FS 9, PARKWAY, LONDON, NW1 7PG",528863,183820,-0.143331,51.53858,Postcode Level,"(51.53858, -0.143331)",30/10/2020 11:08:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,51887
UPRN01175030300904,Occupied,1350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,VODAFONE LIMITED,"SITE (2804) AT ABBEY NATIONAL, 303-306 HIGH HOLBORN, LONDON, WC1V 7JZ",530932,181590,-0.114344,51.518065,Postcode Level,"(51.518065, -0.114344)",30/10/2020 11:08:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,47919
UPRN01046004310024,Occupied,5585.23,150.02,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,09/05/2016,TERRAPINN LIMITED,"2ND FLR, 43 HATTON GARDEN, LONDON, EC1N 8ER",531334,181901,-0.108437,51.520766,Postcode Level,"(51.520766, -0.108437)",30/10/2020 11:10:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,123937
UPRN00873010530043,Occupied,426839.40,8610.00,0.00,348359.52,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,THE ROYAL NATIONAL INSTITUTE OF BLIND PE,"BST-3RD FLRS, 105-121 JUDD STREET, LONDON, WC1H 9NE",530166,182625,-0.124995,51.527543,Postcode Level,"(51.527543, -0.124995)",30/10/2020 11:06:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,4538
UPRN99120008430002,Occupied,119666.25,3338.33,0.00,0.00,0.00,0.00,0.00,0.00,01/10/2017,31/03/2018,INDUSTRIAL LIGHT & MAGIC (UK) LTD,"1ST FLR WEST, LACON HOUSE, 84 THEOBALD'S ROAD, LONDON, WC1X 8RW",,,,,No spatial information available,,30/10/2020 11:11:07 AM,http://opendatacommunities.org/id/london-borough-council/camden,154815
UPRN00013060620004,Occupied,33264.00,648.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,PELICAN GROUP PLC,"6A & 7, SOUTH GROVE, LONDON, N6 6BS",528433,187344,-0.148242,51.570347,Postcode Level,"(51.570347, -0.148242)",30/10/2020 11:08:22 AM,http://opendatacommunities.org/id/london-borough-council/camden,55988
UPRN00895020060041,Occupied,225780.00,3710.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,CARLTON COMMUNICATION LTD,"6TH F REAR, 200 GRAYS INN ROAD, LONDON, WC1X 8XZ",530931,182188,-0.114136,51.523439,Postcode Level,"(51.523439, -0.114136)",30/10/2020 11:07:29 AM,http://opendatacommunities.org/id/london-borough-council/camden,23555
UPRN00628099900021,Occupied,24714.86,767.00,0.00,0.00,0.00,600.00,0.00,0.00,01/04/2017,31/03/2018,ASSOCIATED PRESS TELEVISION NEWS,"3RD F NW THE INTERCHANGE, OVAL ROAD, LONDON, NW1 7EA",528569,183840,-0.147535,51.538829,Postcode Level,"(51.538829, -0.147535)",30/10/2020 11:10:41 AM,http://opendatacommunities.org/id/london-borough-council/camden,138955
UPRN00045031510035,Occupied,6349.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,STENCEL (UK) LIMITED,"BST & GND FLR, 315 FINCHLEY ROAD, LONDON, NW3 6EH",526105,185013,-0.182649,51.549924,Postcode Level,"(51.549924, -0.182649)",30/10/2020 11:06:51 AM,http://opendatacommunities.org/id/london-borough-council/camden,323
UPRN00624021800003,Occupied,16048.05,0.00,0.00,0.00,0.00,0.00,5349.35,0.00,01/07/2019,31/03/2020,BINAY INTERNATIONAL LTD,"218, CHALK FARM ROAD, LONDON, NW1 8AF",528625,184120,-0.146651,51.54133,Postcode Level,"(51.54133, -0.146651)",30/10/2020 11:12:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,197229
UPRN00363015810012,Void (empty),51.80,0.85,0.00,0.00,0.00,0.00,0.00,0.00,31/03/2012,31/03/2012,RIDING HOUSE ESTATE LTD,"1ST & 2ND FLRS, 158 KENTISH TOWN ROAD, LONDON, NW5 2AG",528973,184757,-0.141403,51.546976,Postcode Level,"(51.546976, -0.141403)",30/10/2020 11:07:51 AM,http://opendatacommunities.org/id/london-borough-council/camden,37173
UPRN01231111500065,Occupied,2784.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,GARDEN STUDIOS BUSINESS CENTRE LIMITED,"209 2ND FLR, 11-15 BETTERTON STREET, LONDON, WC2H 9BP",530295,181224,-0.123654,51.514923,Postcode Level,"(51.514923, -0.123654)",30/10/2020 11:09:50 AM,http://opendatacommunities.org/id/london-borough-council/camden,108135
UPRN0120500111303B,Occupied,18112.50,322.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,UNISON,"3RD F SOUTH (UNISON) CONGRESS HOUSE, GREAT RUSSELL STREET, LONDON, WC1B 3LR",,,,,No spatial information available,,30/10/2020 11:08:10 AM,http://opendatacommunities.org/id/london-borough-council/camden,48766
UPRN01058004800155,Void (empty),55.13,1.01,0.00,0.00,56.14,0.00,0.00,0.00,01/01/2012,08/01/2012,AVANTA MANAGEMENT SERVICES LTD,"ROOM 2.01 2ND FLR, 48-54 CHARLOTTE STREET, LONDON, W1T 4PF",529397,181743,-0.136372,51.519795,Postcode Level,"(51.519795, -0.136372)",30/10/2020 11:07:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,35785
UPRN00895017520102,Void (empty),571.76,16.73,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/07/2017,LONDON OFFICE SARL,"ROOM 1.02 1ST FLR, 175-185 GRAYS INN ROAD, LONDON, WC1X 8UP",,,,,No spatial information available,,30/10/2020 11:10:47 AM,http://opendatacommunities.org/id/london-borough-council/camden,142096
UPRN01075002410012,Void (empty),2707.40,48.13,0.00,0.00,2755.53,0.00,0.00,0.00,13/06/2012,12/12/2012,DOMINION CORPORATE TRUSTEES LTD,"PART BASEMENT LVEL 1 NORTH CORNER, 24 GRESSE STREET, LONDON, W1T 1QN",,,,,No spatial information available,,30/10/2020 11:08:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,51540
UPRN01126010335065,Void (empty),2587.20,50.40,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,GMS ESTATES LIMITED,"BST A KINGSWAY HOUSE, 103 KINGSWAY, LONDON, WC2B 6QX",530543,181396,-0.120019,51.516411,Postcode Level,"(51.516411, -0.120019)",30/10/2020 11:08:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,65514
UPRN0104200100000B,Occupied,23280.00,630.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,PRET A MANGER (EUROPE) LIMITED,"BST & GND FS, 10 LEATHER LANE, LONDON, EC1N 7SS",531312,181697,-0.10883,51.518938,Postcode Level,"(51.518938, -0.10883)",30/10/2020 11:09:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,103276
UPRN99140700250011,Occupied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,WINLAND ACADEMY LTD,"5TH FLR ROOM 1, GRAYS INN CHAMBERS, GRAY'S INN, LONDON, WC1R 5JA",,,,,No spatial information available,,30/10/2020 11:12:13 AM,http://opendatacommunities.org/id/london-borough-council/camden,195751
UPRN01126012500418,Occupied,2432.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/11/2018,31/03/2019,WEWORK INTERNATIONAL LTD,"RM.04C112, AVIATION HOUSE, 125-129 KINGSWAY, LONDON, WC2B 6NH",530502,181456,-0.120561,51.516961,Postcode Level,"(51.516961, -0.120561)",30/10/2020 11:11:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,177287
UPRN0100440461R002,Occupied,267.02,0.00,0.00,0.00,0.00,8.22,0.00,0.00,01/04/2018,05/04/2018,INNESCO LIMITED,"1ST F REAR, 40-46 LAMBS CONDUIT STREET, LONDON, WC1N 3LJ",530665,181965,-0.118051,51.521496,Postcode Level,"(51.521496, -0.118051)",30/10/2020 11:11:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,166148
UPRN01212023920007,Occupied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,THE UMBRELLA ROOMS LIMITED,"1ST-4TH FS, 239-241 SHAFTESBURY AVENUE, LONDON, WC2H 8EH",530110,181438,-0.12624,51.516888,Postcode Level,"(51.516888, -0.12624)",30/10/2020 11:12:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,193378
UPRN01051007720405,Occupied,525.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17/02/2020,31/03/2020,IW GROUP SERVICES (UK) LIMITED,"SUITE 405 AT 4TH FLR, 77-79 FARRINGDON ROAD, LONDON, EC1M 3JY",531456,181954,-0.10666,51.521214,Postcode Level,"(51.521214, -0.10666)",30/10/2020 11:12:22 AM,http://opendatacommunities.org/id/london-borough-council/camden,200796
UPRN0104600343012B,Occupied,1191.88,0.00,1112.42,0.00,0.00,0.00,0.00,0.00,01/10/2010,31/03/2011,LA JANA LIMITED,"3RD F 13 & 14 AT, 34-35 HATTON GARDEN, LONDON, EC1N 8DX",531359,181824,-0.108106,51.520068,Postcode Level,"(51.520068, -0.108106)",30/10/2020 11:07:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,15571
UPRN01261014240031,Void (empty),2551.21,71.50,0.00,0.00,2622.71,0.00,0.00,0.00,01/04/2019,31/03/2020,WEWORK INTERNATIONAL LTD,"PHONE BOOTHS 4TH FLR, WATERHOUSE SQUARE, 142 HOLBORN, LONDON, EC1N 2NH",,,,,No spatial information available,,30/10/2020 11:12:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,194620
UPRN00641014310015,Occupied,298.20,4.90,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,CLEAR CHANNEL UK LIMITED,"(ADSHEL 0107-0106), ADJ 143 CAMDEN HIGH STREET, LONDON, NW1 7JR",528958,183701,-0.14198,51.537491,Postcode Level,"(51.537491, -0.14198)",30/10/2020 11:07:26 AM,http://opendatacommunities.org/id/london-borough-council/camden,21387
UPRN00895015620005,Occupied,6816.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,MAGNATIM LTD,"156-158 GRAYS INN ROAD, LONDON, WC1X 8ED",530975,182052,-0.113553,51.522206,Postcode Level,"(51.522206, -0.113553)",30/10/2020 11:07:29 AM,http://opendatacommunities.org/id/london-borough-council/camden,23456
UPRN00964900900092,Occupied,113.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,TRANSPORT FOR LONDON,"2/610245, TAVITON STREET, LONDON, WC1H 0PF",,,,,No spatial information available,,30/10/2020 11:09:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,82794
UPRN00264010400008,Void (empty),1101.21,21.45,0.00,0.00,0.00,0.00,0.00,0.00,21/10/2013,28/01/2014,WEST HAMPSTEAD STARLINE LIMITED,"104 WEST END LANE, LONDON, NW6 2LS",525537,184642,-0.190969,51.546716,Postcode Level,"(51.546716, -0.190969)",30/10/2020 11:08:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,72251
UPRN00755033300155,Occupied,1440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,HS1 LIMITED,"TITAN 9204 NR STATION RECEPTION, ST PANCRAS INTERNATIONAL STATION, PANCRAS ROAD, LONDON, NW1 2QP",,,,,No spatial information available,,30/10/2020 11:09:35 AM,http://opendatacommunities.org/id/london-borough-council/camden,99169
UPRN00395006400002,Void (empty),325.93,6.35,0.00,0.00,332.28,0.00,0.00,0.00,27/03/2014,31/03/2014,BARRATTS TRADING LTD - IN LIQUIDATION,"64 KILBURN HIGH ROAD, LONDON, NW6 4HJ",525443,183636,-0.192682,51.537696,Postcode Level,"(51.537696, -0.192682)",30/10/2020 11:08:56 AM,http://opendatacommunities.org/id/london-borough-council/camden,75741
UPRN00745004749128,Void (empty),812.96,18.99,0.00,0.00,831.95,0.00,0.00,0.00,13/08/2014,17/08/2014,THE REMET PROPERTY COMPANY LIMITED,"KINGS STUDIOS, 43-45 KINGS TERRACE, LONDON, NW1 0JR",529118,183581,-0.139744,51.536374,Postcode Level,"(51.536374, -0.139744)",30/10/2020 11:09:22 AM,http://opendatacommunities.org/id/london-borough-council/camden,91292
UPRN00617099900087,Occupied,6100.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,EAST PHOTOGRAPHIC LTD,"UNIT 8 IRON BRIDGE HOUSE, BRIDGE APPROACH, LONDON, NW1 8BD",528001,184325,-0.155569,51.543314,Postcode Level,"(51.543314, -0.155569)",30/10/2020 11:06:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,2728
UPRN01073001020002,Occupied,27330.32,723.61,0.00,0.00,0.00,0.00,0.00,0.00,25/06/2019,31/03/2020,MORESAND LIMITED,"2ND FLR, 10-11 PERCY STREET, LONDON, W1T 1DN",529620,181563,-0.133226,51.518126,Postcode Level,"(51.518126, -0.133226)",30/10/2020 11:12:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,197123
UPRN00948014950303,Occupied,1440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,UCL HOSPITAL NHS FOUNDATION TRUST,"CAR SPACE 46 BST MAPLE HOUSE, 149 TOTTENHAM COURT ROAD, LONDON, W1T 7LB",,,,,No spatial information available,,30/10/2020 11:11:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,165395
UPRN01175003436429,Void (empty),1861.68,37.35,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,30/10/2012,ROYAL & SUN ALLIANCE INSURANCE PLC,"ROOM 4.2 4TH FLR BRACTON HOUSE, 34-36 HIGH HOLBORN, LONDON, WC1V 6YH",,,,,No spatial information available,,30/10/2020 11:08:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,47492
UPRN00338004710014,Occupied,1532.96,33.75,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2010,31/03/2011,C COLOUR LTD,"UNIT A, 47 ALLCROFT ROAD, LONDON, NW5 4NB",528297,185032,-0.151046,51.549601,Postcode Level,"(51.549601, -0.151046)",30/10/2020 11:07:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,14829
UPRN00641022500001,Occupied,60580.00,1690.00,0.00,0.00,0.00,6000.00,0.00,0.00,01/04/2017,31/03/2018,ROKIT LIMITED,"225 CAMDEN HIGH STREET, LONDON, NW1 7BU",528814,183993,-0.143948,51.540148,Postcode Level,"(51.540148, -0.143948)",30/10/2020 11:10:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,139278
UPRN01133002530067,Void (empty),368.18,11.96,0.00,0.00,380.14,0.00,0.00,0.00,22/12/2017,07/01/2018,TARGETSPACE LIMITED,"ROOM 110 1ST FLR, LION COURT AT, 25 PROCTER STREET, LONDON, WC1V 6NY",530567,181623,-0.119589,51.518446,Postcode Level,"(51.518446, -0.119589)",30/10/2020 11:11:09 AM,http://opendatacommunities.org/id/london-borough-council/camden,156172
UPRN01058004800356,Occupied,2397.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,31/05/2020,AVANTA MANAGEMENT SERVICES LTD,"ROOM 4.02 4TH FLR, 48-54 CHARLOTTE STREET, LONDON, W1T 4PF",529397,181743,-0.136372,51.519795,Postcode Level,"(51.519795, -0.136372)",30/10/2020 11:12:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,210832
UPRN05006015010011,Occupied,14280.00,386.75,0.00,11733.40,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,ALL ABOARD SHOPS LTD,"GND FLOOR, 150 FINCHLEY ROAD, LONDON, NW3 5HS",526272,184820,-0.180311,51.548152,Postcode Level,"(51.548152, -0.180311)",30/10/2020 11:11:35 AM,http://opendatacommunities.org/id/london-borough-council/camden,172858
UPRN01058007678069,Occupied,19874.71,416.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,CELTIQUE ENERGIE PETROLEUM LTD,"4TH F, 76-78 CHARLOTTE STREET, LONDON, W1T 4QW",,,,,No spatial information available,,30/10/2020 11:07:05 AM,http://opendatacommunities.org/id/london-borough-council/camden,8228
UPRN0112600889206B,Occupied,3968.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,COMPUTRON SOFTWARE LTD,"ROOM 206 2ND F, 88 KINGSWAY, LONDON, WC2B 6AA",530553,181488,-0.11984,51.517236,Postcode Level,"(51.517236, -0.11984)",30/10/2020 11:10:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,125908
UPRN00889077700618,Occupied,3735.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,HSBC BANK PLC,"ATM SITE (LIFT) IN SOUTHERN TICKET HALL, (EUSTON RD EXIT) KINGS CROSS LT STATION, EUSTON ROAD, LONDON, NW1 2TB",,,,,No spatial information available,,30/10/2020 11:07:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,42270
UPRN01249002310032,Occupied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,FARRER & CO LLP,"5TH-6TH FLRS, 20-23 LINCOLNS INN FIELDS, LONDON, WC2A 3DE",,,,,No spatial information available,,30/10/2020 11:09:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,88115
UPRN01058005900232,Occupied,8839.13,175.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,KENSHOO (UK) LIMITED,"2ND & 3RD FLRS, 59 CHARLOTTE STREET, LONDON, W1T 4PE",529400,181729,-0.13636,51.519666,Postcode Level,"(51.519666, -0.13636)",30/10/2020 11:07:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,8175
UPRN01240002700068,Void (empty),6000.00,162.50,0.00,0.00,6162.50,0.00,0.00,0.00,01/04/2015,31/03/2016,UNITED GRAND LODGE OF ENGLAND,"GND FLR REAR, 27 GREAT QUEEN STREET, LONDON, WC2B 5BB",530449,181298,-0.121409,51.515552,Postcode Level,"(51.515552, -0.121409)",30/10/2020 11:09:50 AM,http://opendatacommunities.org/id/london-borough-council/camden,108353
UPRN01245000800056,Occupied,27489.00,535.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,CARTESIAN LTD,"2ND FLR DESCARTES HOUSE, 8 GATE STREET, LONDON, WC2H 3HP",,,,,No spatial information available,,30/10/2020 11:08:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,68053
UPRN00948026600001,Occupied,91680.00,2483.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,CAFE ROUGE RESTAURANTS LIMITED,"266 TOTTENHAM COURT ROAD, LONDON, W1T 7RQ",529830,181438,-0.130273,51.516953,Postcode Level,"(51.516953, -0.130273)",30/10/2020 11:09:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,102369
UPRN01058002400044,Occupied,2244.10,0.00,2244.10,0.00,0.00,0.00,0.00,0.00,31/08/2018,31/03/2019,ENVISION SUSTAINABILITY LIMITED,"BST, 24 CHARLOTTE STREET, LONDON, W1T 2ND",529505,181643,-0.134879,51.518869,Postcode Level,"(51.518869, -0.134879)",30/10/2020 11:11:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,176037
UPRN01058007410034,Void (empty),1440.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,CANADA LIFE LIMITED,"CAR SPACE 6, 74A CHARLOTTE STREET, LONDON, W1T 4QJ",529375,181837,-0.13668,51.520643,Postcode Level,"(51.520643, -0.13668)",30/10/2020 11:11:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,167481
UPRN00514007200019,Occupied,1098.56,0.00,421.27,0.00,0.00,0.00,0.00,0.00,01/04/2010,30/09/2010,ROCHESTER PLACE LTD,"1ST F, 74 ROCHESTER PLACE, LONDON, NW1 9JX",529079,184509,-0.139966,51.544723,Postcode Level,"(51.544723, -0.139966)",30/10/2020 11:06:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,2346
UPRN01049003238004,Occupied,60522.00,1179.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,CLINIC LONDON LIMITED,"BST & GF, 32-38 SAFFRON HILL, LONDON, EC1N 8FH",531445,181887,-0.106844,51.520615,Postcode Level,"(51.520615, -0.106844)",30/10/2020 11:08:35 AM,http://opendatacommunities.org/id/london-borough-council/camden,64005
UPRN00295001820005,Occupied,20812.00,559.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,,"GND & 1ST FS, 18 ROSSLYN HILL, LONDON, NW3 1PD",526911,185509,-0.170852,51.554201,Postcode Level,"(51.554201, -0.170852)",30/10/2020 11:10:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,116380
UPRN00239044400901,Occupied,1699.27,33.03,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,15/07/2010,T-MOBILE UK LTD,"SITE (50788) ROOF OF FORDWYCH COURT, SHOOT-UP HILL, LONDON, NW2 3PH",524449,184988,-0.206529,51.550066,Postcode Level,"(51.550066, -0.206529)",30/10/2020 11:06:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,1063
UPRN00840023100026,Occupied,10350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,JESTICO & WHILES & ASSOCIATES LTD,"2ND F, 231-233 NORTH GOWER STREET, LONDON, NW1 2NR",529274,182551,-0.137873,51.527082,Postcode Level,"(51.527082, -0.137873)",30/10/2020 11:07:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,41535
UPRN01042313703099,Void (empty),4064.60,77.25,0.00,0.00,4141.85,0.00,0.00,0.00,01/06/2010,31/03/2011,WORKSPACE MANAGEMENT LTD,"UNIT 309, 31-37 LEATHER LANE, LONDON, EC1N 7RJ",531251,181824,-0.109636,51.520095,Postcode Level,"(51.520095, -0.109636)",30/10/2020 11:07:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,13654
UPRN01051002110034,Void (empty),12094.27,235.60,0.00,0.00,12329.87,0.00,0.00,0.00,30/04/2013,29/07/2013,ESPRIT UK LTD,"3RD FLR, 21 FARRINGDON ROAD, LONDON, EC1M 3HA",531518,181741,-0.105847,51.519286,Postcode Level,"(51.519286, -0.105847)",30/10/2020 11:08:43 AM,http://opendatacommunities.org/id/london-borough-council/camden,69658
UPRN01111000200094,Occupied,6407.88,113.92,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,19/07/2012,PROSPECT PUBLISHING LIMITED,"GND & 1ST FLRS, 2 BLOOMSBURY PLACE, LONDON, WC1A 2QA",530342,181773,-0.122749,51.519847,Postcode Level,"(51.519847, -0.122749)",30/10/2020 11:08:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,46388
