Hydrant Number,Dome Colour,Flow Rate,Installation Year,Latitude,Longitude,Location
2044,BLUE,> 95 L/s,1998,53.54080,-113.57778,POINT (-113.57777812529052 53.54080324940988)
15610,BLACK,> 95 L/s,1997,53.58842,-113.61210,POINT (-113.61209969388146 53.58841967514029)
8466,BLACK,> 95 L/s,1976,53.63056,-113.49791,POINT (-113.49791411895629 53.63055630680274)
12946,BLUE,> 95 L/s,1985,53.49729,-113.47951,POINT (-113.47950614758578 53.497289287807156)
7311,BLACK,> 95 L/s,1974,53.58870,-113.41222,POINT (-113.41222294405522 53.588701190361974)
14327,BLACK,> 95 L/s,1990,53.47099,-113.58887,POINT (-113.5888694743639 53.470989871246374)
22411,BLUE,> 95 L/s,2015,53.55516,-113.67223,POINT (-113.6722296565804 53.55515506606897)
9108,BLUE,> 95 L/s,2002,53.57161,-113.50762,POINT (-113.50761576266166 53.57160557083909)
26115,BLUE,> 95 L/s,2018,53.59222,-113.51377,POINT (-113.5137745360708 53.592224114230696)
5622,GREEN,60-95 L/s,1965,53.59931,-113.46640,POINT (-113.46639860866465 53.599306024817544)
17151,BLUE,> 95 L/s,2002,53.49728,-113.66724,POINT (-113.66724323495193 53.497279875722036)
2005,GREEN,60-95 L/s,1993,53.56882,-113.48640,POINT (-113.48639619485675 53.56881817776356)
3564,BLACK,> 95 L/s,1958,53.56012,-113.47960,POINT (-113.47960482486383 53.56012160495898)
2983,BLACK,> 95 L/s,1990,53.54156,-113.52305,POINT (-113.52304816496506 53.541562037248816)
10857,BLACK,> 95 L/s,1979,53.56541,-113.62597,POINT (-113.62596920262797 53.565409525241314)
5414,BLUE,> 95 L/s,1964,53.55916,-113.60490,POINT (-113.60490128349926 53.559161488887504)
8032,BLACK,> 95 L/s,1975,53.61990,-113.52754,POINT (-113.52753709057428 53.61989735900744)
24538,BLUE,> 95 L/s,2018,53.63546,-113.46520,POINT (-113.46519523973154 53.63546074720648)
3194,BLUE,> 95 L/s,2004,53.55378,-113.41875,POINT (-113.4187474511984 53.553779994205634)
20631,BLUE,> 95 L/s,2010,53.63255,-113.42977,POINT (-113.42977280307996 53.63255098976304)
19816,BLUE,> 95 L/s,2010,53.63369,-113.46315,POINT (-113.46315024790573 53.633687294078555)
23123,BLUE,> 95 L/s,2014,53.58795,-113.67518,POINT (-113.67518069804831 53.587954406612695)
15884,BLACK,> 95 L/s,1998,53.61235,-113.54801,POINT (-113.54800683392659 53.612351276885725)
12086,BLUE,> 95 L/s,1981,53.53844,-113.62767,POINT (-113.62766795157827 53.53843585813225)
847,BLUE,> 95 L/s,2007,53.52736,-113.48580,POINT (-113.48579618087176 53.52736275378232)
4888,GREEN,60-95 L/s,1964,53.60419,-113.43068,POINT (-113.4306834771152 53.60419437647101)
1324,BLUE,> 95 L/s,1987,53.51311,-113.52003,POINT (-113.52003215742538 53.513110108933766)
23950,BLUE,> 95 L/s,2016,53.41404,-113.41898,POINT (-113.4189805944616 53.41403971738014)
1236,BLUE,> 95 L/s,2019,53.58147,-113.46101,POINT (-113.46100847103263 53.58146850830855)
9783,BLUE,> 95 L/s,1978,53.45133,-113.40948,POINT (-113.40948385863534 53.45132974790704)
15180,BLACK,> 95 L/s,1993,53.47214,-113.59677,POINT (-113.59677133945817 53.47214263042657)
10907,BLUE,> 95 L/s,1997,53.53572,-113.63915,POINT (-113.63914922070329 53.53571687776566)
18561,BLACK,> 95 L/s,2005,53.41988,-113.45151,POINT (-113.45150543145448 53.41988477892956)
19009,BLUE,> 95 L/s,2007,53.60092,-113.50014,POINT (-113.50013954398638 53.60092364677004)
24636,BLUE,> 95 L/s,2016,53.54610,-113.53102,POINT (-113.53101808599557 53.5460989743624)
7307,BLACK,> 95 L/s,1974,53.58957,-113.41702,POINT (-113.4170217556068 53.58956667728253)
8702,BLUE,> 95 L/s,1976,53.59860,-113.38056,POINT (-113.38055697709916 53.59860198922638)
11748,BLACK,> 95 L/s,1981,53.63966,-113.48459,POINT (-113.48458895640557 53.63966361612871)
8885,BLACK,> 95 L/s,1977,53.60645,-113.53336,POINT (-113.5333592796458 53.60644761205032)
12290,BLACK,> 95 L/s,1975,53.57452,-113.31639,POINT (-113.31639236178215 53.57451744268613)
20043,BLUE,> 95 L/s,2008,53.41089,-113.48295,POINT (-113.48294932587454 53.41089010173732)
2823,BLUE,> 95 L/s,1978,53.56520,-113.56924,POINT (-113.56923864887928 53.56519864984882)
3920,BLUE,> 95 L/s,1984,53.49384,-113.47685,POINT (-113.47685126239716 53.49383732982344)
1465,BLUE,> 95 L/s,1989,53.50205,-113.51174,POINT (-113.51174009990383 53.502049280039635)
9028,BLUE,> 95 L/s,1977,53.63349,-113.50285,POINT (-113.50284513015313 53.63348569031724)
11013,BLUE,> 95 L/s,1980,53.53475,-113.64676,POINT (-113.64675938602173 53.534752435132496)
6260,BLUE,> 95 L/s,1969,53.61361,-113.44465,POINT (-113.44465366567334 53.61361391280411)
22214,BLUE,> 95 L/s,2013,53.57821,-113.48202,POINT (-113.48201625170357 53.578213815756826)
10361,BLUE,> 95 L/s,1979,53.46236,-113.47022,POINT (-113.47021985566458 53.46235800445998)
690,BLACK,> 95 L/s,1987,53.53420,-113.51013,POINT (-113.51012894235527 53.53419621805966)
5538,BLUE,> 95 L/s,1994,53.53315,-113.58139,POINT (-113.58138902590453 53.53314852065418)
2163,BLUE,> 95 L/s,1994,53.57764,-113.55263,POINT (-113.5526256001285 53.57763529905587)
9411,BLACK,> 95 L/s,1979,53.60505,-113.39624,POINT (-113.39623531083173 53.60504715838871)
15493,BLUE,> 95 L/s,1996,53.61587,-113.47852,POINT (-113.47852150102958 53.615868410833464)
9506,BLACK,> 95 L/s,1978,53.48408,-113.58089,POINT (-113.58089145630541 53.48407651097414)
24027,BLUE,> 95 L/s,2015,53.56491,-113.66433,POINT (-113.66432898891601 53.564909598170985)
13523,BLUE,> 95 L/s,1985,53.46400,-113.56323,POINT (-113.56322721364762 53.46399954557709)
14621,BLUE,> 95 L/s,1991,53.52755,-113.58951,POINT (-113.5895104747176 53.52754961318321)
16502,BLACK,> 95 L/s,2000,53.42713,-113.50767,POINT (-113.50766519135836 53.42713362773884)
8446,BLUE,> 95 L/s,1976,53.50349,-113.62657,POINT (-113.62656672580304 53.503493637812596)
19209,BLUE,> 95 L/s,2007,53.41712,-113.44622,POINT (-113.44622492851383 53.417119589101326)
8619,BLUE,> 95 L/s,1976,53.50016,-113.63027,POINT (-113.63026674638165 53.50015578911723)
4232,BLUE,> 95 L/s,1985,53.49164,-113.51368,POINT (-113.51368476581848 53.491639368608766)
11214,BLUE,> 95 L/s,2018,53.47232,-113.47929,POINT (-113.47929101482205 53.4723227245468)
25419,YELLOW,> 95 L/s,2018,53.40075,-113.47034,POINT (-113.47033714403543 53.400750890935264)
9351,BLACK,> 95 L/s,1977,53.59991,-113.37714,POINT (-113.37714323231044 53.599912851122646)
26724,BLUE,> 95 L/s,2019,53.54097,-113.59010,POINT (-113.590098655704 53.540967095906815)
15465,BLACK,> 95 L/s,1995,53.56592,-113.46748,POINT (-113.46747996097812 53.565920458821424)
16336,BLACK,> 95 L/s,1975,53.57448,-113.32077,POINT (-113.32077092260192 53.5744752096302)
21734,BLUE,> 95 L/s,2013,53.64401,-113.45779,POINT (-113.45779100438118 53.64400698639022)
19032,BLUE,> 95 L/s,2006,53.47694,-113.36776,POINT (-113.36775889457151 53.47693719985327)
20956,BLUE,> 95 L/s,2011,53.49540,-113.41013,POINT (-113.41012740949725 53.495396838554775)
10207,BLUE,> 95 L/s,1979,53.45359,-113.53034,POINT (-113.53034335994013 53.453592699814145)
268,BLUE,> 95 L/s,1975,53.56740,-113.48502,POINT (-113.48502117946984 53.567403306007634)
23015,BLUE,> 95 L/s,2015,53.45826,-113.36122,POINT (-113.36121633195077 53.458258566731025)
882,BLUE,> 95 L/s,2000,53.51710,-113.48595,POINT (-113.48595442020401 53.51709997612457)
15132,BLACK,> 95 L/s,1994,53.56086,-113.58851,POINT (-113.5885080309086 53.56086371939071)
3333,BLUE,> 95 L/s,1975,53.56421,-113.48499,POINT (-113.48499066085073 53.56421266936668)
5294,BLUE,> 95 L/s,1995,53.55197,-113.59660,POINT (-113.59659895277504 53.55197236654921)
25936,BLUE,> 95 L/s,2019,53.40053,-113.54911,POINT (-113.54911382535393 53.40052828608842)
24005,BLUE,> 95 L/s,2015,53.44544,-113.37528,POINT (-113.37527682798293 53.44543690009124)
17601,BLUE,> 95 L/s,2003,53.64393,-113.50371,POINT (-113.50370648718973 53.6439253322833)
13671,BLACK,> 95 L/s,1988,53.61955,-113.45607,POINT (-113.45606505027239 53.61955299641872)
23876,BLUE,> 95 L/s,2017,53.40203,-113.59485,POINT (-113.59485299041948 53.40203190207871)
4627,BLUE,> 95 L/s,1963,53.58140,-113.56481,POINT (-113.56481320635928 53.58139712520617)
18660,BLUE,> 95 L/s,2005,53.62820,-113.42638,POINT (-113.42637863335804 53.628196260055965)
17349,BLUE,> 95 L/s,2003,53.45423,-113.56122,POINT (-113.56121796319044 53.45423145072319)
7086,BLACK,> 95 L/s,2001,53.61356,-113.52723,POINT (-113.52722635403886 53.61355752348485)
25934,BLUE,> 95 L/s,2019,53.40018,-113.54703,POINT (-113.54703154974193 53.40017913997831)
129,BLACK,> 95 L/s,2017,53.55637,-113.49141,POINT (-113.491414446064 53.55636810632184)
23172,BLUE,> 95 L/s,2018,53.46703,-113.67781,POINT (-113.67781211334056 53.46703109773017)
1774,BLACK,> 95 L/s,1994,53.55455,-113.52510,POINT (-113.52509702162699 53.55454924480733)
14809,BLACK,> 95 L/s,1991,53.62092,-113.54709,POINT (-113.54709073090369 53.62092261234857)
7799,BLACK,> 95 L/s,1975,53.62981,-113.51171,POINT (-113.51171455523713 53.629808674061074)
10717,BLUE,> 95 L/s,1979,53.44981,-113.47150,POINT (-113.47150479640474 53.44980758705194)
24341,BLUE,> 95 L/s,2016,53.46047,-113.66947,POINT (-113.66946955953561 53.46046748064432)
18075,BLUE,> 95 L/s,2004,53.45370,-113.55934,POINT (-113.55933742994458 53.45370400540738)
11422,BLUE,> 95 L/s,1980,53.57825,-113.41061,POINT (-113.41060764338461 53.578248186952436)
24113,BLUE,> 95 L/s,2018,53.56752,-113.51749,POINT (-113.51748670558244 53.56752002759052)
5609,BLACK,> 95 L/s,1965,53.56096,-113.39386,POINT (-113.39385554693622 53.560957514234225)
18348,BLUE,> 95 L/s,2005,53.55309,-113.51663,POINT (-113.51663072980168 53.55308654784391)
784,BLUE,> 95 L/s,2019,53.58497,-113.58397,POINT (-113.58396540639245 53.584968486831364)
15645,BLACK,> 95 L/s,1997,53.47790,-113.39136,POINT (-113.39135907545021 53.47790122118414)
1038,BLUE,> 95 L/s,2009,53.50852,-113.50954,POINT (-113.50954424204141 53.508522097031594)
12861,BLACK,> 95 L/s,1984,53.62745,-113.53645,POINT (-113.53645085232168 53.62744720795633)
3862,BLUE,> 95 L/s,2014,53.50643,-113.50069,POINT (-113.500689252346 53.50642828981228)
15997,BLUE,> 95 L/s,1998,53.45737,-113.59302,POINT (-113.59302393030127 53.45737297877624)
16991,BLACK,> 95 L/s,2002,53.42859,-113.46718,POINT (-113.46717692594275 53.42859154551958)
24048,BLUE,> 95 L/s,2016,53.64032,-113.43329,POINT (-113.43329242739826 53.64031805525795)
8503,BLUE,> 95 L/s,1976,53.50725,-113.63096,POINT (-113.63095533600142 53.50724843158596)
13274,BLACK,> 95 L/s,1986,53.56161,-113.52916,POINT (-113.52915738818926 53.56160793235846)
10651,BLACK,> 95 L/s,1979,53.62294,-113.49340,POINT (-113.49339870820636 53.62294288455288)
20252,BLUE,> 95 L/s,2009,53.58865,-113.66604,POINT (-113.66604311299447 53.588650436264416)
21337,BLUE,> 95 L/s,2012,53.42185,-113.42566,POINT (-113.42565935445477 53.42185170646195)
20819,BLUE,> 95 L/s,2011,53.39652,-113.57263,POINT (-113.5726328631941 53.39651945058839)
8868,BLUE,> 95 L/s,1977,53.54593,-113.62027,POINT (-113.62027370079942 53.545931012498684)
12537,BLACK,> 95 L/s,1982,53.53084,-113.47451,POINT (-113.47450841221256 53.53084258414089)
7405,BLUE,> 95 L/s,1974,53.62543,-113.51313,POINT (-113.51313297858184 53.62543378769741)
20195,BLUE,> 95 L/s,2013,53.60509,-113.55709,POINT (-113.55708707247486 53.60508586491733)
21820,BLUE,> 95 L/s,2013,53.42276,-113.64302,POINT (-113.64302367434367 53.42276167259847)
14432,BLACK,> 95 L/s,1990,53.55774,-113.52328,POINT (-113.52327892405437 53.557743990045275)
18708,BLUE,> 95 L/s,2006,53.44165,-113.58138,POINT (-113.58137956192078 53.44164590014884)
4376,BLUE,> 95 L/s,1900,53.56062,-113.39655,POINT (-113.39654518334243 53.560615271686814)
17056,BLACK,> 95 L/s,2002,53.42280,-113.46128,POINT (-113.46128358629366 53.42280459502862)
2262,BLUE,> 95 L/s,1995,53.57137,-113.55263,POINT (-113.55263372371661 53.571369928287446)
14087,BLACK,> 95 L/s,1991,53.59622,-113.56836,POINT (-113.56836186315759 53.59622317153525)
11925,BLACK,> 95 L/s,1981,53.61025,-113.39369,POINT (-113.39369390892018 53.610252597031774)
3553,BLUE,> 95 L/s,2015,53.58504,-113.46828,POINT (-113.46828483805417 53.58504296477564)
5891,BLUE,> 95 L/s,1988,53.55118,-113.58171,POINT (-113.58170899476907 53.55118074962535)
1668,GREEN,60-95 L/s,1990,53.57506,-113.43612,POINT (-113.43611777960423 53.57505617361541)
2791,BLUE,> 95 L/s,1956,53.56592,-113.46544,POINT (-113.4654426997186 53.565918639900886)
3026,GREEN,60-95 L/s,1991,53.56896,-113.47753,POINT (-113.47753481139425 53.56895663836802)
13359,BLUE,> 95 L/s,2019,53.58155,-113.48261,POINT (-113.48260724720073 53.581548457923695)
484,BLUE,> 95 L/s,2008,53.57675,-113.53230,POINT (-113.53230351425017 53.57675194273877)
1413,BLUE,> 95 L/s,1991,53.53675,-113.57166,POINT (-113.57166189946689 53.536751092088075)
7828,BLUE,> 95 L/s,1975,53.58908,-113.39359,POINT (-113.39359461985674 53.58908084526859)
6497,BLUE,> 95 L/s,1978,53.52662,-113.40557,POINT (-113.40557479858012 53.52661811687457)
17194,BLUE,> 95 L/s,2007,53.43903,-113.63154,POINT (-113.63154349533066 53.439032873952485)
6952,BLUE,> 95 L/s,1972,53.60148,-113.48716,POINT (-113.4871617497518 53.6014786107087)
19477,BLUE,> 95 L/s,2007,53.62240,-113.55927,POINT (-113.5592664526687 53.622400792100564)
6162,BLACK,> 95 L/s,1968,53.57212,-113.50699,POINT (-113.5069856773345 53.57211568513646)
9942,BLUE,> 95 L/s,1978,53.44126,-113.40271,POINT (-113.40271300762797 53.441256752707)
812,BLUE,> 95 L/s,2014,53.51429,-113.50368,POINT (-113.5036757490753 53.51429017718335)
2205,BLUE,> 95 L/s,2011,53.51619,-113.49613,POINT (-113.49612680318677 53.51619375803155)
6116,BLUE,> 95 L/s,1968,53.50989,-113.59183,POINT (-113.5918319889254 53.509892185797675)
1599,GREEN,60-95 L/s,1950,53.54478,-113.45694,POINT (-113.45694408279478 53.54478023607713)
14280,BLUE,> 95 L/s,1989,53.49552,-113.60415,POINT (-113.60414826413951 53.49551622432116)
13422,BLUE,> 95 L/s,1987,53.53140,-113.59442,POINT (-113.59441548127792 53.531397575248505)
5659,BLUE,> 95 L/s,1966,53.49703,-113.45718,POINT (-113.45718018705963 53.497032717342535)
1274,GREEN,60-95 L/s,1965,53.49679,-113.51049,POINT (-113.51048626329725 53.49678881342121)
6846,BLUE,> 95 L/s,1972,53.49241,-113.47214,POINT (-113.47214124129816 53.49241027714254)
13536,BLUE,> 95 L/s,1987,53.49445,-113.65148,POINT (-113.65147767336919 53.4944463781295)
9772,BLUE,> 95 L/s,1978,53.45013,-113.40598,POINT (-113.40598084123239 53.45013374541919)
18741,BLUE,> 95 L/s,2006,53.44323,-113.57799,POINT (-113.57798946602365 53.44322856380082)
15243,BLACK,> 95 L/s,1996,53.64272,-113.49820,POINT (-113.49819617011401 53.64271573081452)
19047,BLUE,> 95 L/s,2006,53.48374,-113.68652,POINT (-113.68652267632602 53.483735418954375)
4272,BLACK,> 95 L/s,2002,53.52215,-113.42731,POINT (-113.42731247718848 53.52214820279675)
10030,BLACK,> 95 L/s,1978,53.50836,-113.40041,POINT (-113.40041314156768 53.50836113096447)
20734,BLUE,> 95 L/s,2010,53.41710,-113.52657,POINT (-113.52656723198946 53.417104794582144)
4328,ORANGE,30-60 L/s,1992,53.57364,-113.41215,POINT (-113.41214886820008 53.57364321646241)
7164,BLACK,> 95 L/s,1973,53.47838,-113.44482,POINT (-113.44481655097768 53.478378044225956)
23870,BLUE,> 95 L/s,2015,53.63897,-113.53659,POINT (-113.53658541749064 53.638973901604224)
15862,BLUE,> 95 L/s,1998,53.62206,-113.54534,POINT (-113.54534433849868 53.62206392706312)
9173,BLUE,> 95 L/s,1977,53.47720,-113.47929,POINT (-113.47929160959285 53.477197021987166)
2960,BLUE,> 95 L/s,1991,53.58763,-113.54754,POINT (-113.54753958077099 53.587632654957424)
10829,BLACK,> 95 L/s,1979,53.61009,-113.37781,POINT (-113.37781234419424 53.61009234187224)
3510,BLACK,> 95 L/s,2001,53.59309,-113.53030,POINT (-113.53030496435137 53.59309239276199)
8802,BLACK,> 95 L/s,1900,53.47732,-113.42018,POINT (-113.42018114313066 53.47731758023768)
20526,BLUE,> 95 L/s,2012,53.48022,-113.67588,POINT (-113.6758766350986 53.48021629326839)
4139,BLUE,> 95 L/s,1997,53.52232,-113.41968,POINT (-113.41968367507269 53.52231623592456)
18739,BLUE,> 95 L/s,2006,53.44439,-113.57797,POINT (-113.57797165565806 53.444394658337515)
2583,BLACK,> 95 L/s,2000,53.50420,-113.45781,POINT (-113.45781228165947 53.50419769489677)
4326,BLACK,> 95 L/s,1991,53.57365,-113.40908,POINT (-113.40907534877536 53.57364515862237)
16129,BLACK,> 95 L/s,1999,53.56691,-113.52915,POINT (-113.52914656831402 53.56690512332236)
16364,BLACK,> 95 L/s,1999,53.42376,-113.51272,POINT (-113.51272164259933 53.4237574877124)
9141,BLACK,> 95 L/s,1977,53.62672,-113.52470,POINT (-113.52469938867695 53.62672429163002)
15235,BLACK,> 95 L/s,1994,53.53583,-113.62007,POINT (-113.62007092297146 53.53583450439317)
9495,BLUE,> 95 L/s,1978,53.60471,-113.38487,POINT (-113.38486616541606 53.60471086771067)
1979,BLUE,> 95 L/s,1982,53.55628,-113.55528,POINT (-113.55527576945846 53.55627880572644)
10823,BLACK,> 95 L/s,1979,53.61062,-113.37884,POINT (-113.37883586388767 53.61062076129479)
20878,BLUE,> 95 L/s,2012,53.53747,-113.64212,POINT (-113.64211826999177 53.537471432968324)
25968,BLUE,> 95 L/s,2018,53.42643,-113.41832,POINT (-113.41832213253156 53.42643047446377)
1394,BLUE,> 95 L/s,2000,53.51755,-113.46144,POINT (-113.46143795875668 53.51755466432851)
9249,BLACK,> 95 L/s,1977,53.60297,-113.38952,POINT (-113.38951955940544 53.60296596098722)
16565,BLUE,> 95 L/s,2001,53.49360,-113.43958,POINT (-113.43957681257575 53.49359753399365)
22828,BLUE,> 95 L/s,2014,53.60138,-113.55758,POINT (-113.55758117178829 53.6013788907086)
24845,BLUE,> 95 L/s,2017,53.39622,-113.59498,POINT (-113.59498183826932 53.396221480452084)
8730,BLACK,> 95 L/s,1976,53.60363,-113.51825,POINT (-113.51825225167272 53.60363452599267)
14277,BLUE,> 95 L/s,1989,53.54152,-113.53518,POINT (-113.53517762047277 53.54151599522294)
1258,BLUE,> 95 L/s,1988,53.56849,-113.53339,POINT (-113.53338735907835 53.56848627261355)
877,BLUE,> 95 L/s,2011,53.51710,-113.48264,POINT (-113.48264464088554 53.51710156879093)
21837,BLUE,> 95 L/s,2013,53.46634,-113.67269,POINT (-113.67268613670161 53.466341440408996)
15751,BLACK,> 95 L/s,1997,53.59145,-113.39494,POINT (-113.39494036898799 53.59144686605661)
14534,BLUE,> 95 L/s,1990,53.62089,-113.43843,POINT (-113.43842933655012 53.62088700239164)
21560,BLUE,> 95 L/s,2012,53.60015,-113.50991,POINT (-113.50990850557865 53.60015417068588)
19524,BLUE,> 95 L/s,2008,53.42940,-113.62120,POINT (-113.6211979066214 53.4293990991567)
13892,BLACK,> 95 L/s,1988,53.55263,-113.54028,POINT (-113.5402837643056 53.55263462810292)
15233,BLUE,> 95 L/s,1994,53.53611,-113.62244,POINT (-113.62243888642402 53.53610555696588)
10812,BLUE,> 95 L/s,1980,53.56592,-113.57642,POINT (-113.57641775620915 53.56591551564073)
17168,BLUE,> 95 L/s,2002,53.42944,-113.51873,POINT (-113.51873455915316 53.429435585518675)
20561,BLUE,> 95 L/s,2010,53.44938,-113.38327,POINT (-113.38327403326217 53.44938200535961)
18241,BLUE,> 95 L/s,2004,53.45650,-113.55362,POINT (-113.55361624119989 53.45649729477054)
8493,BLACK,> 95 L/s,1976,53.63557,-113.51062,POINT (-113.51062458181171 53.63557365214261)
10435,BLACK,> 95 L/s,1979,53.46085,-113.40522,POINT (-113.40522061921585 53.46085484424537)
20777,BLUE,> 95 L/s,2010,53.43080,-113.62043,POINT (-113.62042759890281 53.430801857902566)
15514,BLUE,> 95 L/s,1996,53.50898,-113.58054,POINT (-113.58053837671268 53.508979351248755)
18023,BLUE,> 95 L/s,2004,53.63063,-113.51798,POINT (-113.51797631374055 53.630630261118334)
9743,BLUE,> 95 L/s,1978,53.55335,-113.63587,POINT (-113.63587264171042 53.55335401258358)
646,BLACK,> 95 L/s,1988,53.54316,-113.50825,POINT (-113.50824907734571 53.54315849299206)
1454,BLUE,> 95 L/s,1990,53.56850,-113.54528,POINT (-113.54528316635813 53.56849522663029)
12224,BLUE,> 95 L/s,1977,53.53400,-113.41661,POINT (-113.41661478825212 53.5339962026966)
8851,BLACK,> 95 L/s,1976,53.47201,-113.43753,POINT (-113.43753010477751 53.47201145621595)
18831,BLUE,> 95 L/s,2006,53.42466,-113.51864,POINT (-113.51864011953495 53.424662235288295)
26627,BLUE,> 95 L/s,2019,53.41065,-113.51505,POINT (-113.51505273106572 53.41065058401456)
1847,GREEN,60-95 L/s,1990,53.57196,-113.42389,POINT (-113.42389231122891 53.57195868372344)
9090,BLUE,> 95 L/s,1977,53.44528,-113.43831,POINT (-113.43831096285659 53.445282238408666)
6680,BLUE,> 95 L/s,1971,53.46606,-113.45816,POINT (-113.45816185671117 53.46606452195292)
24684,BLUE,> 95 L/s,2016,53.39648,-113.58213,POINT (-113.58212597632702 53.39648475685344)
1581,BLUE,> 95 L/s,1992,53.51245,-113.49473,POINT (-113.49473477238415 53.51244631497265)
25766,BLUE,> 95 L/s,2018,53.41093,-113.42302,POINT (-113.42302124543097 53.41093104171145)
23740,BLUE,> 95 L/s,2016,53.60779,-113.51078,POINT (-113.51078193146164 53.60778663621713)
22928,BLUE,> 95 L/s,2014,53.41516,-113.47280,POINT (-113.47279960060966 53.41516434660211)
3050,BLUE,> 95 L/s,2009,53.52747,-113.56078,POINT (-113.56078484984229 53.527474346643174)
6370,BLUE,> 95 L/s,1969,53.60215,-113.47413,POINT (-113.474125390842 53.6021520344362)
20621,BLUE,> 95 L/s,2010,53.63511,-113.42735,POINT (-113.42734564493743 53.635113312344636)
17845,BLUE,> 95 L/s,2004,53.62255,-113.40808,POINT (-113.40808263291818 53.62254661581161)
7918,BLUE,> 95 L/s,2018,53.56955,-113.60886,POINT (-113.60885605814958 53.56954984089124)
5126,GREEN,60-95 L/s,1965,53.51593,-113.59146,POINT (-113.59146222843046 53.51593059932627)
7124,BLUE,> 95 L/s,1973,53.46418,-113.44520,POINT (-113.445201229407 53.464178421351654)
20429,BLUE,> 95 L/s,2008,53.54164,-113.63834,POINT (-113.63833834782717 53.54164275026956)
26394,BLUE,> 95 L/s,2018,53.52814,-113.70197,POINT (-113.70197193202415 53.52813515837448)
21226,BLUE,> 95 L/s,2011,53.56161,-113.59027,POINT (-113.59026900867836 53.56161395513758)
15319,BLUE,> 95 L/s,1994,53.61660,-113.46225,POINT (-113.46225303702333 53.61660209544162)
23471,BLUE,> 95 L/s,2015,53.60216,-113.60720,POINT (-113.60720252554297 53.60216242395)
9316,BLACK,> 95 L/s,1977,53.56711,-113.61598,POINT (-113.61597741094788 53.5671110172789)
21664,BLUE,> 95 L/s,2012,53.45415,-113.36592,POINT (-113.36592404373201 53.45414806146688)
15901,BLUE,> 95 L/s,1998,53.62040,-113.47690,POINT (-113.47689867445814 53.620401156148)
3071,BLUE,> 95 L/s,1996,53.51517,-113.57764,POINT (-113.577642179649 53.515168888697)
19685,BLUE,> 95 L/s,2007,53.45250,-113.38308,POINT (-113.38307902737797 53.452498405128736)
10293,BLACK,> 95 L/s,1979,53.56224,-113.60265,POINT (-113.60265264557664 53.56224279600631)
1639,BLUE,> 95 L/s,2000,53.50454,-113.49481,POINT (-113.49481078123145 53.50454204609464)
20218,BLUE,> 95 L/s,2008,53.54938,-113.64004,POINT (-113.64003859493641 53.54938459536377)
3725,BLACK,> 95 L/s,2002,53.53482,-113.42452,POINT (-113.42451803260597 53.534818178445875)
10014,BLUE,> 95 L/s,1978,53.57414,-113.59026,POINT (-113.5902550176988 53.574135422752164)
17861,BLUE,> 95 L/s,2004,53.60268,-113.55449,POINT (-113.55449070790877 53.602675323816726)
20108,BLUE,> 95 L/s,2010,53.47024,-113.36709,POINT (-113.36709189958664 53.47024298560833)
12721,BLUE,> 95 L/s,2013,53.58911,-113.44058,POINT (-113.44057721990912 53.589108882536614)
3228,BLACK,> 95 L/s,1957,53.52216,-113.56329,POINT (-113.56328876379898 53.52216210276055)
15217,BLUE,> 95 L/s,1993,53.46289,-113.58311,POINT (-113.58311202637917 53.462885560374964)
19852,BLUE,> 95 L/s,2008,53.50668,-113.35691,POINT (-113.3569136236439 53.506681670164355)
4199,BLUE,> 95 L/s,1961,53.48808,-113.50452,POINT (-113.5045168541423 53.488080738465115)
14706,BLACK,> 95 L/s,1991,53.52332,-113.64948,POINT (-113.64947934522445 53.52332334870966)
18502,BLUE,> 95 L/s,2011,53.48070,-113.36914,POINT (-113.36914303202309 53.480700161154274)
21724,BLUE,> 95 L/s,2014,53.44283,-113.38860,POINT (-113.3886040907411 53.442828480219724)
13144,BLACK,> 95 L/s,1986,53.61532,-113.49830,POINT (-113.49829566482495 53.61531651604298)
22127,BLUE,> 95 L/s,2013,53.53939,-113.49755,POINT (-113.49754932760176 53.53939398885826)
1815,BLACK,> 95 L/s,1993,53.50838,-113.52873,POINT (-113.5287290400221 53.508377675939755)
25646,BLUE,> 95 L/s,2018,53.41973,-113.55422,POINT (-113.55422349956436 53.419734793270536)
16312,BLACK,> 95 L/s,1999,53.61058,-113.55360,POINT (-113.55360080116469 53.61057667445006)
6247,BLUE,> 95 L/s,1969,53.61224,-113.45803,POINT (-113.45802509440017 53.61223755887871)
919,BLUE,> 95 L/s,1900,53.51237,-113.48268,POINT (-113.4826762724315 53.51237107907874)
5982,BLUE,> 95 L/s,1967,53.61129,-113.43416,POINT (-113.43415611335831 53.61128993523295)
2810,GREEN,60-95 L/s,2019,53.52300,-113.57112,POINT (-113.57112040124541 53.52300149178753)
9617,BLUE,> 95 L/s,1978,53.50075,-113.61219,POINT (-113.61218572369256 53.50075424350597)
20795,BLUE,> 95 L/s,2011,53.62895,-113.54755,POINT (-113.54755105225176 53.62895071676714)
12509,BLUE,> 95 L/s,1982,53.55628,-113.55332,POINT (-113.5533163991675 53.55627956832659)
7052,BLACK,> 95 L/s,1973,53.48017,-113.50449,POINT (-113.50448545318143 53.48016597675245)
9642,BLUE,> 95 L/s,1978,53.50475,-113.61193,POINT (-113.6119341374752 53.504753358098256)
