Owner,Common Name,Scientific Name,Park,Number of Stems,Trunk Diameter (cm),Date Installed,Memorial Tree,GeoJSON,Lat/Long
Municipal,Norway Maple,Acer platanoides,Navy Memorial Park,1,34.0,,Yes,"{""type"": ""Point"", ""coordinates"": [-76.48350247299999, 44.22593201400008]}","44.225932014,-76.483502473"
Municipal,Norway Maple,Acer platanoides,,1,48.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58414732999995, 44.248091299000066]}","44.248091299,-76.58414733"
Municipal,Red Maple,Acer rubrum,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58929785983086, 44.26731214515072]}","44.2673121452,-76.5892978598"
Municipal,Black Spruce,Picea mariana,,1,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57572709599998, 44.279021201000035]}","44.279021201,-76.575727096"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2015-11-04T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.46170493322643, 44.25839035566131]}","44.2583903557,-76.4617049332"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48702761699997, 44.22947947600005]}","44.229479476,-76.487027617"
Municipal,Norway Maple,Acer platanoides,,1,36.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54111411099996, 44.245325783000055]}","44.245325783,-76.541114111"
Municipal,Black Walnut,Juglans nigra,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60320672199998, 44.24510349900004]}","44.245103499,-76.603206722"
Municipal,Littleleaf Linden,Tilia cordata,,1,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53037303299999, 44.23174322500006]}","44.231743225,-76.530373033"
Municipal,Northern Red Oak,Quercus rubra,Woodbine Park,1,5.0,2018-11-29T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.60285351558204, 44.259536114769034]}","44.2595361148,-76.6028535156"
Municipal,Scotch Pine,Pinus sylvestris,City Park,1,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48841610799997, 44.22428960600007]}","44.224289606,-76.488416108"
Municipal,Boxelder,Acer negundo,,1,45.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60280469399999, 44.25483856300008]}","44.254838563,-76.602804694"
Municipal,Norway Maple,Acer platanoides,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44938497899994, 44.269326172000035]}","44.269326172,-76.449384979"
Municipal,Norway Maple,Acer platanoides,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60686159799997, 44.253431214000045]}","44.253431214,-76.606861598"
Municipal,Crabapple Species,Malus crabapple Species,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58956759599994, 44.24670444700007]}","44.246704447,-76.589567596"
Municipal,Norway Maple,Acer platanoides,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54659506099995, 44.252798916000074]}","44.252798916,-76.546595061"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',MacDonald/Memorial Park,1,8.0,,Yes,"{""type"": ""Point"", ""coordinates"": [-76.48988479299999, 44.22228509300004]}","44.222285093,-76.489884793"
Municipal,Norway Maple,Acer platanoides,,1,21.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58745418399997, 44.22954178100008]}","44.229541781,-76.587454184"
Municipal,Mugo Pine,Pinus mugo,,1,3.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46127262299996, 44.255051123000044]}","44.255051123,-76.461272623"
Municipal,Littleleaf Linden,Tilia cordata,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55188965299999, 44.26014703100003]}","44.260147031,-76.551889653"
Municipal,,,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49051688749041, 44.22948065484861]}","44.2294806548,-76.4905168875"
Municipal,Norway Maple,Acer platanoides,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50436856099998, 44.22632541200005]}","44.226325412,-76.504368561"
Municipal,White Spruce,Picea glauca,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60128241099994, 44.25302491600007]}","44.253024916,-76.601282411"
Municipal,Hornbeam,Carpinus caroliniana,Greenwood Park Linear Trail,1,5.0,2015-12-02T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45809449096491, 44.26270295036376]}","44.2627029504,-76.458094491"
Municipal,Pignut Hickory,Carya glabra,Lake Ontario Park,1,5.0,2016-11-18T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.53148477129878, 44.218062695467964]}","44.2180626955,-76.5314847713"
Municipal,White Poplar,Populus alba,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48660241299996, 44.25566514600007]}","44.255665146,-76.486602413"
Municipal,Norway Maple,Acer platanoides,,1,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44941117199994, 44.26403877700005]}","44.264038777,-76.449411172"
Municipal,Prospector Elm,Ulmus wilsoniana 'Prospector',J. Machin Sports Fields,1,4.0,2017-04-04T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.43589734105488, 44.27320204185919]}","44.2732020419,-76.4358973411"
Municipal,Austrian Pine,Pinus nigra,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44396122399996, 44.270398483000065]}","44.270398483,-76.443961224"
Municipal,Silver Maple,Acer saccharinum,,1,43.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45241455299998, 44.259005168000044]}","44.259005168,-76.452414553"
Municipal,White Oak,Quercus alba,,1,36.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50090920599996, 44.26675609100005]}","44.266756091,-76.500909206"
Municipal,Katsura Tree,Cercidiphyllum japonicum,,1,5.0,2018-10-17T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.50978480995553, 44.223173702121464]}","44.2231737021,-76.50978481"
Municipal,Norway Maple,Acer platanoides,,1,42.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58244319499994, 44.24500625600007]}","44.245006256,-76.582443195"
Municipal,Northern Catalpa,Catalpa speciosa,,1,53.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48359537799996, 44.271286144000044]}","44.271286144,-76.483595378"
Municipal,Austrian Pine,Pinus nigra,,1,23.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59118717799998, 44.24175247800008]}","44.241752478,-76.591187178"
Municipal,Norway Maple,Acer platanoides,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59695041099997, 44.23765048200005]}","44.237650482,-76.596950411"
Municipal,Pin Oak,Quercus palustris,James Nelson Park,1,5.0,2016-11-22T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.49836691848603, 44.25383093779964]}","44.2538309378,-76.4983669185"
Municipal,Celebration Maple,Acer x freemanii 'Celzam',,1,5.0,2018-10-05T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.52733768763582, 44.23420733969509]}","44.2342073397,-76.5273376876"
Municipal,Norway Maple,Acer platanoides,Waterfront Pathway,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47872613483445, 44.230781308216706]}","44.2307813082,-76.4787261348"
Municipal,Serbian Spruce,Picea omorika,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56798842799998, 44.27653565700007]}","44.276535657,-76.567988428"
Municipal,Eastern White Pine,Pinus strobus,,1,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.62761206199997, 44.22739288200006]}","44.227392882,-76.627612062"
Municipal,Norway Maple,Acer platanoides,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50244089099994, 44.227607540000065]}","44.22760754,-76.502440891"
Municipal,Butternut,Juglans cinerea,,1,37.0,,,"{""type"": ""Point"", ""coordinates"": [-76.42401467599996, 44.23978717700004]}","44.239787177,-76.424014676"
Municipal,Littleleaf Linden,Tilia cordata,,1,13.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53342437299995, 44.234470860000044]}","44.23447086,-76.533424373"
Municipal,Norway Maple,Acer platanoides,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58244321099994, 44.23607995200007]}","44.236079952,-76.582443211"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58569213258825, 44.26651685911007]}","44.2665168591,-76.5856921326"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58210532199996, 44.235844014000065]}","44.235844014,-76.582105322"
Municipal,Northern Red Oak,Quercus rubra,Bert Meunier Common,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55277653200956, 44.26498073908202]}","44.2649807391,-76.552776532"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59753815099998, 44.26362931300008]}","44.263629313,-76.597538151"
Municipal,Boxelder,Acer negundo,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60161679799995, 44.242510741000046]}","44.242510741,-76.601616798"
Municipal,Littleleaf Linden,Tilia cordata,,1,42.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50737206516615, 44.26031285611023]}","44.2603128561,-76.5073720652"
Municipal,White Spruce,Picea glauca,,1,41.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58147069699999, 44.22311147600004]}","44.223111476,-76.581470697"
Municipal,Sugar Maple,Acer saccharum,,1,5.0,2017-10-19T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.51316278427119, 44.23968112204582]}","44.239681122,-76.5131627843"
Municipal,White Willow,Salix alba,,1,44.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57292297399994, 44.254478937000044]}","44.254478937,-76.572922974"
Municipal,Norway Maple,Acer platanoides,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50248903499994, 44.24606264400006]}","44.246062644,-76.502489035"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',Breakwater Park,1,9.0,,Yes,"{""type"": ""Point"", ""coordinates"": [-76.50124899499997, 44.222249592000026]}","44.222249592,-76.501248995"
Municipal,Swamp White Oak,Quercus bicolor,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58252028599998, 44.22039196000003]}","44.22039196,-76.582520286"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2017-10-25T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48643829595106, 44.26695211056249]}","44.2669521106,-76.486438296"
Municipal,Honey-Locust,Gleditsia triacanthos,Lake Ontario Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53242957399993, 44.21679474700005]}","44.216794747,-76.532429574"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54667415699998, 44.24366755200003]}","44.243667552,-76.546674157"
Municipal,Common Hackberry,Celtis occidentalis,Elevator Bay Park,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53458246499997, 44.21840554600004]}","44.218405546,-76.534582465"
Municipal,American Arborvitae,Thuja occidentalis,Riverwalk Parkette,2,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44866843032864, 44.262609921145206]}","44.2626099211,-76.4486684303"
Municipal,Sugar Maple,Acer saccharum,Lake Ontario Park,1,54.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53094748999996, 44.21785104500003]}","44.217851045,-76.53094749"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44414539799999, 44.26333865600003]}","44.263338656,-76.444145398"
Municipal,Honey-Locust,Gleditsia triacanthos,Friendship Park,1,5.0,2016-12-01T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.49118876525827, 44.23735875540615]}","44.2373587554,-76.4911887653"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',Kiwanis Park,1,5.0,2018-11-06T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.50033111522002, 44.245764606134074]}","44.2457646061,-76.5003311152"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,2020-11-25T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.44592853634204, 44.261698896091374]}","44.2616988961,-76.4459285363"
Municipal,Red Maple,Acer rubrum,,1,5.0,2016-09-30T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.45810847497506, 44.25725579840747]}","44.2572557984,-76.458108475"
Municipal,Littleleaf Linden,Tilia cordata,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55597250799997, 44.26071755100003]}","44.260717551,-76.555972508"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,29.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56563319099996, 44.21697364800008]}","44.216973648,-76.565633191"
Municipal,Prospector Elm,Ulmus wilsoniana 'Prospector',,1,5.0,2018-10-25T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48506514443123, 44.267734852766004]}","44.2677348528,-76.4850651444"
Municipal,Boxelder,Acer negundo,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56303226399996, 44.21043425400006]}","44.210434254,-76.563032264"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',K&P Trailhead Park,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52947981697343, 44.270273923002556]}","44.270273923,-76.529479817"
Municipal,Silver Maple,Acer saccharinum,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53562829799995, 44.23702553500004]}","44.237025535,-76.535628298"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,2017-12-05T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.60230642634048, 44.254066005899766]}","44.2540660059,-76.6023064263"
Municipal,Norway Maple,Acer platanoides,James Roe Memorial Park,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52577991199996, 44.25067759900003]}","44.250677599,-76.525779912"
Municipal,Japanese Tree Lilac,Syringa reticulata,Greenwood Park Linear Trail,1,5.0,2018-12-12T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.4564488096005, 44.26396435203493]}","44.263964352,-76.4564488096"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,2018-11-26T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.57021768302958, 44.27559884075594]}","44.2755988408,-76.570217683"
Municipal,Red Maple,Acer rubrum,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50075637899994, 44.23273560400003]}","44.232735604,-76.500756379"
Municipal,Black Willow,Salix nigra,Molly Brant Point,2,102.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47991399299997, 44.24124105400006]}","44.241241054,-76.479913993"
Municipal,Red Maple,Acer rubrum,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48014065999996, 44.272993615000075]}","44.272993615,-76.48014066"
Municipal,White Ash,Fraxinus americana,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45389642899994, 44.26192214100007]}","44.261922141,-76.453896429"
Municipal,European Mountain Ash,Sorbus aucuparia,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57594495299998, 44.219978017000074]}","44.219978017,-76.575944953"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,54.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48717207399994, 44.22629698500003]}","44.226296985,-76.487172074"
Municipal,Thornless Cockspur Hawthorn,Crataegus crusgalli var. inermis,,1,5.0,2018-11-27T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.60907209103598, 44.26009069640837]}","44.2600906964,-76.609072091"
Municipal,Norway Maple,Acer platanoides,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44509886899993, 44.26178559600004]}","44.261785596,-76.445098869"
Municipal,Balsam Fir,Abies balsamea,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53136748399999, 44.23998376900005]}","44.239983769,-76.531367484"
Municipal,White Spruce,Picea glauca,,1,2.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55115840924093, 44.24883618744644]}","44.2488361874,-76.5511584092"
Municipal,Silver Maple,Acer saccharinum,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54760624799997, 44.24165177900005]}","44.241651779,-76.547606248"
Municipal,Silver Maple,Acer saccharinum,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51169118099995, 44.23648647600004]}","44.236486476,-76.511691181"
Municipal,Norway Maple,Acer platanoides,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56100106199995, 44.25552337700003]}","44.255523377,-76.561001062"
Municipal,Swamp White Oak,Quercus bicolor,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52128821999997, 44.23573708400005]}","44.235737084,-76.52128822"
Municipal,White Spruce,Picea glauca,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60109411199994, 44.258316440000044]}","44.25831644,-76.601094112"
Municipal,Bur Oak,Quercus macrocarpa,,1,5.0,2018-12-19T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45789342967993, 44.29822932503616]}","44.298229325,-76.4578934297"
Municipal,Littleleaf Linden,Tilia cordata,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54917086899997, 44.255324459000065]}","44.255324459,-76.549170869"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54234332972413, 44.24150807559273]}","44.2415080756,-76.5423433297"
Municipal,Norway Maple,Acer platanoides,,1,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58716449199994, 44.23633311400005]}","44.236333114,-76.587164492"
Municipal,Eastern White Pine,Pinus strobus,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58624165799995, 44.23441577300008]}","44.234415773,-76.586241658"
Municipal,Ohio Buckeye,Aesculus glabra,,1,5.0,2018-11-06T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.50210824649618, 44.253080063383656]}","44.2530800634,-76.5021082465"
Municipal,Amur Maple,Acer ginnala,,3,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60856361899994, 44.24813985800006]}","44.248139858,-76.608563619"
Municipal,Chanticleer Ornamental Pear,Pyrus calleryana 'Chanticleer',,1,5.0,2018-11-29T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.58927966682896, 44.25071356785706]}","44.2507135679,-76.5892796668"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.43947579199994, 44.27031674500006]}","44.270316745,-76.439475792"
Municipal,Sugar Maple,Acer saccharum,K&P Trailhead Park,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48838709115655, 44.25039952624985]}","44.2503995262,-76.4883870912"
Municipal,Silver Maple,Acer saccharinum,Aberdeen Park,1,81.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51620335899997, 44.221255728000074]}","44.221255728,-76.516203359"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2016-10-20T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.44989381308915, 44.258812037870335]}","44.2588120379,-76.4498938131"
Municipal,Silver Maple,Acer saccharinum,,1,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51937391099995, 44.25790066300004]}","44.257900663,-76.519373911"
Municipal,,,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49748046736757, 44.23633096420858]}","44.2363309642,-76.4974804674"
Municipal,Norway Maple,Acer platanoides,City Park,1,46.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48994899299998, 44.22367936400008]}","44.223679364,-76.489948993"
Municipal,Yoshino Cherry,Prunus x yedoensis,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57111134399997, 44.254371657000036]}","44.254371657,-76.571111344"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49772724699994, 44.22989865200003]}","44.229898652,-76.497727247"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50367697899998, 44.23012177700008]}","44.230121777,-76.503676979"
Municipal,Norway Maple,Acer platanoides,,1,61.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53532837399996, 44.233838707000075]}","44.233838707,-76.535328374"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',Woodbine Park,1,5.0,2014-10-22T06:00:00+02:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.60308986516061, 44.25916093050198]}","44.2591609305,-76.6030898652"
Municipal,Serbian Spruce,Picea omorika,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56982248299994, 44.27646151000005]}","44.27646151,-76.569822483"
Municipal,Blue Spruce,Picea pungens,,1,37.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58708542399995, 44.25711804300005]}","44.257118043,-76.587085424"
Municipal,Silver Maple,Acer saccharinum,Victoria Park,1,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49795104499998, 44.23392682800005]}","44.233926828,-76.497951045"
Municipal,Red/green Ash,Fraxinus pennsylvanica,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44811768679097, 44.268915555693106]}","44.2689155557,-76.4481176868"
Municipal,White Fir,Abies concolor,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58034469939322, 44.216185964131235]}","44.2161859641,-76.5803446994"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.62480632399996, 44.27213930900007]}","44.272139309,-76.624806324"
Municipal,Red Maple,Acer rubrum,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54961312699999, 44.263160964000065]}","44.263160964,-76.549613127"
Municipal,Littleleaf Linden,Tilia cordata,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44985568199996, 44.268023689000074]}","44.268023689,-76.449855682"
Municipal,American Elm,Ulmus americana,Sutherland Drive Park,1,35.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47765794399999, 44.269459924000046]}","44.269459924,-76.477657944"
