Intersection-Leg,Description,Start Date,Days,AWDT,EB Peak AM Hour,EB Peak AM Volume,EB Peak PM Hour,EB Peak PM Volume,WB Peak AM Hour,WB Peak AM Volume,WB Peak PM Hour,WB Peak PM Volume,NB Peak AM Hour,NB Peak AM Volume,NB Peak PM Hour,NB Peak PM Volume,SB Peak AM Hour,SB Peak AM Volume,SB Peak PM Hour,SB Peak PM Volume,Location
080S-164A-W,NE 80th St west of 164th Ave NE,10/16/2012,3,6430,11:00 AM,142,5:00 PM,312,8:00 AM,465,5:00 PM,218,,,,,,,,,"(47.674867, -122.122072)"
104S-166A-S,166th Ave NE south of NE 104th St,06/30/1998,3,8671,,,,,,,,,11:00 AM,190,5:00 PM,549,7:00 AM,444,5:00 PM,303,"(47.692107, -122.118314)"
REDW-EBR-E,Redmond Way east of Eastbound Ramp SR 520,12/04/2007,3,52591,9:00 AM,1111,7:00 PM,2242,10:00 AM,2273,12:00 PM,1669,,,,,,,,,"(47.6693, -122.105771)"
040S-148A-E,NE 40th St east of 148th Ave NE,09/30/2014,3,12100,9:00 AM,794,12:00 PM,375,11:00 AM,339,5:00 PM,922,,,,,,,,,"(47.64594, -122.142037)"
REDW-170A-S,170th Ave NE south of Redmond Way,10/30/2012,3,11710,,,,,,,,,11:00 AM,425,3:00 PM,647,9:00 AM,405,12:00 PM,438,"(47.670923, -122.11334)"
BRR-156A-S,156th Ave NE south of Bel-Red Rd,09/23/1997,3,14056,,,,,,,,,8:00 AM,463,1:00 PM,555,11:00 AM,567,5:00 PM,901,"(47.632153, -122.132355)"
090S-160A-E,NE 90th St east of 160th Ave NE,10/21/2014,3,13663,11:00 AM,439,4:00 PM,748,8:00 AM,862,12:00 PM,467,,,,,,,,,"(47.68214, -122.126602)"
REDW-LEAW-E,Redmond Way east of Leary Way,11/13/2012,3,9609,,,,,8:00 AM,610,4:00 PM,693,,,,,,,,,"(47.674103, -122.122354)"
REDW-AVW-N,Avondale Way north of Redmond Way,10/30/2012,3,8477,,,,,,,,,8:00 AM,296,4:00 PM,338,10:00 AM,179,5:00 PM,504,"(47.672334, -122.114722)"
UHR-AVR-W,Union Hill Rd west of Avondale Rd,07/22/1997,3,11080,11:00 AM,376,5:00 PM,541,7:00 AM,424,4:00 PM,398,,,,,,,,,"(47.674887, -122.106579)"
040S-BRR-S,Bel-Red Rd south of NE 40th St,10/07/2014,3,10921,,,,,,,,,9:00 AM,384,5:00 PM,529,8:00 AM,658,5:00 PM,486,"(47.64369, -122.115981)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,10/18/2008,7,10240,8:00 AM,515,5:00 PM,413,7:00 AM,292,5:00 PM,575,,,,,,,,,"(47.666097, -122.152862)"
079S-AVW-N,Avondale Way north of NE 79th St,10/28/2014,3,20262,,,,,,,,,11:00 AM,646,5:00 PM,1251,9:00 AM,606,4:00 PM,651,"(47.672741, -122.112212)"
ORR-148A-S,148th Ave NE south of Old Redmond Rd,10/12/2010,3,18267,,,,,,,,,11:00 AM,511,4:00 PM,1097,9:00 AM,1248,12:00 PM,470,"(47.667181, -122.143111)"
REDW-148A-W,Redmond Way west of 148th Ave NE,11/07/2007,3,36390,9:00 AM,1619,6:00 PM,1178,8:00 AM,863,6:00 PM,1974,,,,,,,,,"(47.675177, -122.145)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,10/06/2009,3,9943,,,,,,,,,8:00 AM,218,5:00 PM,772,8:00 AM,570,5:00 PM,343,"(47.664772, -122.153361)"
076S-166A-W,NE 76th St west of 166th Ave NE,10/23/2012,3,2580,11:00 AM,117,12:00 PM,150,11:00 AM,70,1:00 PM,104,,,,,,,,,"(47.671782, -122.119751)"
076S-166A-W,NE 76th St west of 166th Ave NE,11/01/2011,3,3252,11:00 AM,121,5:00 PM,183,9:00 AM,125,12:00 PM,119,,,,,,,,,"(47.671782, -122.119751)"
040S-WLSP-S,West Lake Sammamish Pkwy south of NE 40th St,10/06/2009,3,9881,,,,,,,,,8:00 AM,668,5:00 PM,317,8:00 AM,358,5:00 PM,754,"(47.64572, -122.107811)"
104S-166A-S,166th Ave NE south of NE 104th St,06/24/1997,3,9120,,,,,,,,,11:00 AM,208,5:00 PM,603,7:00 AM,409,5:00 PM,328,"(47.692107, -122.118314)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,10/09/2001,3,19263,7:00 AM,581,3:00 PM,735,7:00 AM,1009,4:00 PM,655,,,,,,,,,"(47.675353, -122.102273)"
BCP-LEAW-S,Leary Way south of Bear Creek Pkwy,08/14/1998,3,11430,,,,,,,,,11:00 AM,328,3:00 PM,562,11:00 AM,437,5:00 PM,575,"(47.671736, -122.12529)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,07/22/1997,3,14199,11:00 AM,273,5:00 PM,997,7:00 AM,851,12:00 PM,345,,,,,,,,,"(47.687801, -122.091722)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,11/16/2014,7,10805,8:00 AM,503,3:00 PM,435,7:00 AM,380,5:00 PM,575,,,,,,,,,"(47.666097, -122.152862)"
024S-152A-W,NE 24th St west of 152nd Ave NE,03/02/2009,7,24061,11:00 AM,872,1:00 PM,984,11:00 AM,751,12:00 PM,938,,,,,,,,,"(47.631538, -122.138406)"
051S-148A-S,148th Ave NE south of NE 51st St,11/06/2001,3,26561,,,,,,,,,7:00 AM,969,4:00 PM,1408,7:00 AM,1233,4:00 PM,944,"(47.653699, -122.143322)"
128S-172A-N,172nd Ave NE north of NE 128th St,10/09/2012,3,4725,,,,,,,,,11:00 AM,98,6:00 PM,270,8:00 AM,283,4:00 PM,169,"(47.715128, -122.110513)"
ORR-WLSP-W,Old Redmond Rd west of West Lake Sammamish Pkwy,10/27/2009,3,6045,8:00 AM,239,5:00 PM,457,9:00 AM,193,5:00 PM,286,,,,,,,,,"(47.671605, -122.133453)"
040S-159A-S,159th Ave NE south of NE 40th St,06/25/1996,3,11373,,,,,,,,,11:00 AM,247,6:00 PM,728,8:00 AM,981,1:00 PM,343,"(47.645478, -122.127)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,10/13/2008,3,37785,8:00 AM,1884,5:00 PM,1153,11:00 AM,991,5:00 PM,3352,,,,,,,,,"(47.678435, -122.159375)"
116S-RWR-S,Red-Wood Rd south of NE 116th St,10/09/2007,3,16793,,,,,,,,,11:00 AM,366,5:00 PM,935,7:00 AM,1028,5:00 PM,540,"(47.702841, -122.131963)"
CLES-166A-E,Cleveland St east of 166th Ave NE,10/28/2014,3,12983,11:00 AM,711,4:00 PM,1177,,,,,,,,,,,,,"(47.672133, -122.118165)"
051S-148A-N,148th Ave NE north of NE 51st St,09/16/1997,3,26829,,,,,,,,,8:00 AM,893,5:00 PM,1373,8:00 AM,1194,5:00 PM,1057,"(47.656057, -122.143303)"
104S-AVR-W,NE 104th St west of Avondale Rd,12/10/2007,3,7188,9:00 AM,183,4:00 PM,354,7:00 AM,527,7:00 PM,267,,,,,,,,,"(47.693432, -122.094274)"
REDW-161A-N,161st Ave NE north of Redmond Way,11/06/2001,3,10030,,,,,,,,,11:00 AM,412,5:00 PM,558,11:00 AM,292,12:00 PM,333,"(47.675427, -122.125559)"
109S-RWR-E,NE 109th St east of Red-Wood Rd,10/09/2012,3,5532,7:00 AM,230,5:00 PM,326,7:00 AM,278,5:00 PM,277,,,,,,,,,"(47.697935, -122.131794)"
024S-152A-S,152nd Ave NE south of NE 24th St,07/22/1996,7,4770,,,,,,,,,11:00 AM,170,12:00 PM,281,11:00 AM,204,5:00 PM,261,"(47.630822, -122.137717)"
109S-RWR-W,NE 109th St west of Red-Wood Rd,06/25/1996,3,1774,7:00 AM,49,5:00 PM,108,7:00 AM,60,6:00 PM,106,,,,,,,,,"(47.698249, -122.13253)"
051S-148A-E,NE 51st St east of 148th Ave NE,06/18/1996,3,17653,7:00 AM,775,5:00 PM,696,9:00 AM,668,5:00 PM,787,,,,,,,,,"(47.654916, -122.142089)"
REDW-170A-E,Redmond Way east of 170th Ave NE,10/04/2010,7,27098,11:00 AM,998,4:00 PM,1182,9:00 AM,874,3:00 PM,846,,,,,,,,,"(47.671194, -122.112246)"
051S-148A-S,148th Ave NE south of NE 51st St,09/25/2007,3,22741,,,,,,,,,9:00 AM,698,5:00 PM,1171,9:00 AM,975,5:00 PM,826,"(47.653699, -122.143322)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,03/09/2010,7,37256,,,,,,,,,11:00 AM,970,5:00 PM,1850,9:00 AM,1394,12:00 PM,1232,"(47.686078, -122.095259)"
051S-148A-S,148th Ave NE south of NE 51st St,07/15/1997,3,23429,,,,,,,,,11:00 AM,689,5:00 PM,1359,8:00 AM,1013,5:00 PM,866,"(47.653699, -122.143322)"
085S-160A-N,160th Ave NE north of NE 85th St,10/16/2012,3,11227,,,,,,,,,11:00 AM,401,5:00 PM,531,11:00 AM,389,5:00 PM,510,"(47.678975, -122.127506)"
085S-160A-N,160th Ave NE north of NE 85th St,10/13/2009,3,3362,,,,,,,,,11:00 AM,166,2:00 PM,256,11:00 AM,227,1:00 PM,261,"(47.678975, -122.127506)"
040S-WLSP-S,West Lake Sammamish Pkwy south of NE 40th St,07/09/1996,3,9458,,,,,,,,,8:00 AM,468,6:00 PM,328,8:00 AM,218,5:00 PM,677,"(47.64572, -122.107811)"
040S-WLSP-W,NE 40th St west of West Lake Sammamish Pkwy,09/18/2007,3,4763,8:00 AM,77,5:00 PM,427,8:00 AM,375,6:00 PM,91,,,,,,,,,"(47.646117, -122.108195)"
024S-152A-N,152nd Ave NE north of NE 24th St,10/20/2009,3,13282,,,,,,,,,11:00 AM,447,5:00 PM,758,8:00 AM,681,12:00 PM,398,"(47.632262, -122.137708)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,11/18/2014,3,20082,7:00 AM,503,6:00 PM,848,7:00 AM,1059,3:00 PM,732,,,,,,,,,"(47.687801, -122.091722)"
065S-ELSP-S,East Lake Sammamish Pkwy south of NE 65th St,10/09/2001,3,19834,,,,,,,,,7:00 AM,925,3:00 PM,303,11:00 AM,478,5:00 PM,1397,"(47.663474, -122.099403)"
040S-172A-N,172nd Ave NE north of NE 40th St,10/25/2005,3,983,,,,,,,,,9:00 AM,30,5:00 PM,66,7:00 AM,46,6:00 PM,35,"(47.64692, -122.110928)"
116S-RWR-N,Red-Wood Rd north of NE 116th St,08/16/1996,3,18774,,,,,,,,,7:00 AM,518,4:00 PM,741,7:00 AM,976,5:00 PM,730,"(47.705275, -122.131892)"
065S-ELSP-S,East Lake Sammamish Pkwy south of NE 65th St,09/13/2005,3,20577,,,,,,,,,7:00 AM,1033,4:00 PM,615,11:00 AM,450,5:00 PM,1356,"(47.663474, -122.099403)"
040S-148A-S,148th Ave NE south of NE 40th St,09/30/2014,3,21802,,,,,,,,,9:00 AM,668,5:00 PM,1136,9:00 AM,1053,5:00 PM,806,"(47.645106, -122.142964)"
076S-166A-W,NE 76th St west of 166th Ave NE,10/19/2010,3,3236,11:00 AM,110,5:00 PM,170,9:00 AM,135,12:00 PM,126,,,,,,,,,"(47.671782, -122.119751)"
085S-161A-N,161st Ave NE north of NE 85th St,10/20/2009,3,6625,,,,,,,,,11:00 AM,255,12:00 PM,304,11:00 AM,241,1:00 PM,274,"(47.679006, -122.125542)"
ORR-140A-W,Old Redmond Rd west of 140th Ave NE,10/09/2001,3,13997,8:00 AM,570,5:00 PM,625,7:00 AM,463,5:00 PM,852,,,,,,,,,"(47.666826, -122.155064)"
REDW-EBR-E,Redmond Way east of Eastbound Ramp SR 520,07/22/1996,7,47474,10:00 AM,871,5:00 PM,1498,7:00 AM,2425,4:00 PM,1952,,,,,,,,,"(47.6693, -122.105771)"
BRR-156A-E,Bel-Red Rd east of 156th Ave NE,10/06/2009,3,13794,9:00 AM,380,5:00 PM,770,8:00 AM,609,5:00 PM,846,,,,,,,,,"(47.634067, -122.129992)"
ORR-148A-E,Old Redmond Rd east of 148th Ave NE,11/01/2005,3,6970,8:00 AM,222,5:00 PM,410,8:00 AM,290,5:00 PM,344,,,,,,,,,"(47.667847, -122.14243)"
085S-160A-E,NE 85th St east of 160th Ave NE,06/24/1997,3,12761,11:00 AM,537,5:00 PM,724,7:00 AM,525,1:00 PM,559,,,,,,,,,"(47.678531, -122.126825)"
083S-160A-E,NE 83rd St east of 160th Ave NE,10/02/2012,3,3993,11:00 AM,134,12:00 PM,168,11:00 AM,159,5:00 PM,196,,,,,,,,,"(47.67669, -122.126439)"
051S-156A-N,156th Ave NE north of NE 51st St,07/09/1996,3,4431,,,,,,,,,11:00 AM,103,5:00 PM,490,8:00 AM,260,1:00 PM,110,"(47.65504, -122.132495)"
024S-152A-W,NE 24th St west of 152nd Ave NE,04/17/2006,3,30198,9:00 AM,1207,12:00 PM,1173,11:00 AM,914,5:00 PM,1147,,,,,,,,,"(47.631538, -122.138406)"
BRR-156A-E,Bel-Red Rd east of 156th Ave NE,10/29/2013,3,11910,11:00 AM,320,5:00 PM,684,8:00 AM,650,5:00 PM,694,,,,,,,,,"(47.634067, -122.129992)"
REDW-170A-W,Redmond Way west of 170th Ave NE,10/27/2009,3,25724,11:00 AM,788,5:00 PM,1017,11:00 AM,949,3:00 PM,1075,,,,,,,,,"(47.671609, -122.113663)"
116S-172A-W,NE 116th St west of 172nd Ave NE,04/17/2006,3,7231,8:00 AM,219,5:00 PM,388,7:00 AM,461,2:00 PM,249,,,,,,,,,"(47.703833, -122.112844)"
065S-ELSP-W,NE 65th St west of East Lake Sammamish Pkwy,03/13/2000,3,4888,11:00 AM,162,3:00 PM,274,9:00 AM,222,3:00 PM,241,,,,,,,,,"(47.663963, -122.100624)"
ORR-154A-S,154th Ave NE south of Old Redmond Rd,11/01/2011,3,2669,,,,,,,,,9:00 AM,125,5:00 PM,315,9:00 AM,147,5:00 PM,82,"(47.666078, -122.135154)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,11/01/2011,3,9938,,,,,,,,,9:00 AM,232,5:00 PM,733,9:00 AM,593,5:00 PM,343,"(47.664772, -122.153361)"
BRR-156A-N,156th Ave NE north of Bel-Red Rd,06/25/1996,3,19461,,,,,,,,,8:00 AM,822,1:00 PM,798,11:00 AM,718,5:00 PM,1125,"(47.633047, -122.132351)"
095S-WILR-N,Willows Rd north of NE 95th St,09/25/2012,3,23198,,,,,,,,,9:00 AM,776,3:00 PM,954,8:00 AM,1029,5:00 PM,948,"(47.693976, -122.151332)"
090S-WILR-N,Willows Rd north of NE 90th St,10/08/2007,3,26147,,,,,,,,,8:00 AM,1006,12:00 PM,946,11:00 AM,1013,4:00 PM,1189,"(47.682665, -122.142824)"
040S-BRR-W,NE 40th St west of Bel-Red Rd,07/09/1996,3,6429,11:00 AM,139,5:00 PM,475,8:00 AM,488,4:00 PM,121,,,,,,,,,"(47.646078, -122.115011)"
UHR-AVR-W,Union Hill Rd west of Avondale Rd,12/03/2007,3,11126,8:00 AM,392,5:00 PM,535,11:00 AM,427,12:00 PM,403,,,,,,,,,"(47.674887, -122.106579)"
CLES-LEAW-W,Cleveland St west of Leary Way,10/02/2012,3,10343,11:00 AM,630,5:00 PM,982,,,,,,,,,,,,,"(47.67358, -122.123769)"
085S-154A-N,154th Ave NE north of NE 85th St,11/04/2014,3,13035,,,,,,,,,8:00 AM,515,5:00 PM,603,9:00 AM,634,5:00 PM,437,"(47.679413, -122.134687)"
079S-AVW-W,NE 79th St west of Avondale Way,10/27/2009,3,10006,11:00 AM,301,4:00 PM,352,8:00 AM,422,5:00 PM,579,,,,,,,,,"(47.672803, -122.113561)"
REDW-WILR-E,Redmond Way east of Willows Rd,09/30/2012,7,28621,11:00 AM,972,5:00 PM,1125,11:00 AM,830,4:00 PM,1092,,,,,,,,,"(47.674182, -122.135315)"
REDW-170A-N,170th Ave NE north of Redmond Way,10/27/2009,3,8042,,,,,,,,,11:00 AM,299,5:00 PM,544,8:00 AM,274,3:00 PM,253,"(47.671868, -122.112833)"
024S-WLSP-W,NE 24th St west of West Lake Sammamish Pkwy,10/07/2014,3,1539,7:00 AM,48,4:00 PM,88,8:00 AM,65,5:00 PM,62,,,,,,,,,"(47.631122, -122.089802)"
024S-173A-S,173rd Ave NE south of NE 24th St,09/18/2012,3,2278,,,,,,,,,8:00 AM,93,5:00 PM,108,8:00 AM,116,5:00 PM,91,"(47.630427, -122.109408)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,11/15/1999,3,37747,8:00 AM,1390,5:00 PM,1313,8:00 AM,1390,4:00 PM,1453,,,,,,,,,"(47.678435, -122.159375)"
024S-152A-W,NE 24th St west of 152nd Ave NE,09/18/2001,3,31249,11:00 AM,975,6:00 PM,1186,9:00 AM,1182,1:00 PM,1201,,,,,,,,,"(47.631538, -122.138406)"
104S-166A-S,166th Ave NE south of NE 104th St,10/19/2014,7,11172,,,,,,,,,7:00 AM,395,5:00 PM,885,8:00 AM,918,2:00 PM,339,"(47.692107, -122.118314)"
031S-156A-E,NE 31st St east of 156th Ave NE,10/02/2001,3,6113,9:00 AM,491,1:00 PM,311,11:00 AM,234,5:00 PM,371,,,,,,,,,"(47.638152, -122.132)"
104S-166A-N,166th Ave NE north of NE 104th St,04/17/2006,3,7194,,,,,,,,,7:00 AM,112,5:00 PM,370,8:00 AM,471,5:00 PM,514,"(47.693421, -122.1185)"
104S-166A-W,NE 104th St west of 166th Ave NE,12/05/2007,3,3738,7:00 AM,158,2:00 PM,176,8:00 AM,137,2:00 PM,153,,,,,,,,,"(47.69292, -122.119748)"
116S-AVR-S,Avondale Road south of NE 116th St,10/20/2009,3,25144,,,,,,,,,8:00 AM,590,5:00 PM,1278,7:00 AM,1314,5:00 PM,829,"(47.701729, -122.092788)"
REDW-170A-W,Redmond Way west of 170th Ave NE,09/08/1997,7,30081,11:00 AM,956,5:00 PM,1246,11:00 AM,1070,4:00 PM,1163,,,,,,,,,"(47.671609, -122.113663)"
083S-160A-E,NE 83rd St east of 160th Ave NE,03/19/2007,3,2294,11:00 AM,62,5:00 PM,123,11:00 AM,87,12:00 PM,126,,,,,,,,,"(47.67669, -122.126439)"
MMW-WLSP-N,West Lake Sammamish Pkwy north of Marymoor Way,10/07/2014,3,20903,,,,,,,,,8:00 AM,666,5:00 PM,1064,9:00 AM,1020,5:00 PM,1128,"(47.663398, -122.126874)"
REDW-148A-S,148th Ave NE south of Redmond Way,11/03/2009,3,18416,,,,,,,,,11:00 AM,415,6:00 PM,1459,8:00 AM,1179,5:00 PM,533,"(47.673833, -122.143018)"
098S-RWR-E,NE 98th St east of Redmond-Woodinville Rd NE,10/09/2012,3,3247,8:00 AM,116,5:00 PM,126,8:00 AM,99,6:00 PM,205,,,,,,,,,"(47.687691, -122.12804)"
024S-152A-W,NE 24th St west of 152nd Ave NE,09/29/2014,7,25855,9:00 AM,945,12:00 PM,1051,11:00 AM,775,5:00 PM,936,,,,,,,,,"(47.631538, -122.138406)"
MMW-WLSP-N,West Lake Sammamish Pkwy north of Marymoor Way,10/06/2009,3,21506,,,,,,,,,8:00 AM,703,5:00 PM,1452,9:00 AM,890,5:00 PM,1002,"(47.663398, -122.126874)"
UHR-AVR-N,Avondale Rd north of Union Hill Rd,01/09/2006,3,33153,,,,,,,,,11:00 AM,703,5:00 PM,1556,7:00 AM,1698,3:00 PM,938,"(47.675545, -122.106003)"
024S-173A-W,NE 24th St west of 173rd Ave NE,11/01/1999,3,8320,11:00 AM,195,6:00 PM,531,8:00 AM,432,4:00 PM,251,,,,,,,,,"(47.631244, -122.1103)"
124S-RWR-N,Red-Wood Rd north of NE 124th St,09/27/2005,3,18393,,,,,,,,,11:00 AM,505,4:00 PM,847,7:00 AM,820,5:00 PM,683,"(47.712762, -122.131751)"
024S-173A-W,NE 24th St west of 173rd Ave NE,07/08/1997,3,7720,11:00 AM,204,5:00 PM,456,7:00 AM,333,1:00 PM,227,,,,,,,,,"(47.631244, -122.1103)"
116S-AVR-W,NE 116th St west of Avondale Rd,10/09/2007,3,8607,11:00 AM,208,5:00 PM,567,8:00 AM,691,3:00 PM,261,,,,,,,,,"(47.703172, -122.094026)"
085S-160A-E,NE 85th St east of 160th Ave NE,05/01/2006,3,12984,11:00 AM,592,5:00 PM,845,8:00 AM,398,12:00 PM,353,,,,,,,,,"(47.678531, -122.126825)"
BCP-LEAW-S,Leary Way south of Bear Creek Pkwy,11/06/2012,3,12183,,,,,,,,,11:00 AM,404,5:00 PM,725,8:00 AM,662,1:00 PM,390,"(47.671736, -122.12529)"
REDW-166A-E,Redmond Way east of 166th Ave NE,10/16/2012,3,16499,,,,,11:00 AM,1149,4:00 PM,1283,,,,,,,,,"(47.67287, -122.11799)"
ORR-154A-S,154th Ave NE south of Old Redmond Rd,11/11/2014,3,2797,,,,,,,,,8:00 AM,88,5:00 PM,347,9:00 AM,165,4:00 PM,86,"(47.666078, -122.135154)"
095S-WILR-N,Willows Rd north of NE 95th St,07/30/1996,3,19030,,,,,,,,,11:00 AM,546,4:00 PM,925,7:00 AM,880,5:00 PM,715,"(47.693976, -122.151332)"
083S-164A-E,NE 83rd St east of 164th Ave NE,11/29/2016,3,5976,11:00 AM,175,5:00 PM,463,7:00 AM,208,4:00 PM,200,,,,,,,,,"(47.676673, -122.120952)"
085S-160A-W,NE 85th St west of 160th Ave NE,08/27/1996,3,16804,11:00 AM,601,5:00 PM,1010,7:00 AM,1266,12:00 PM,772,,,,,,,,,"(47.678544, -122.128132)"
083S-160A-E,NE 83rd St east of 160th Ave NE,11/03/2009,3,2942,11:00 AM,96,5:00 PM,139,11:00 AM,124,1:00 PM,146,,,,,,,,,"(47.67669, -122.126439)"
BRR-156A-E,Bel-Red Rd east of 156th Ave NE,10/02/2001,3,11777,11:00 AM,345,5:00 PM,663,8:00 AM,720,3:00 PM,429,,,,,,,,,"(47.634067, -122.129992)"
MMW-WLSP-S,West Lake Sammamish Pkwy south of Marymoor Way,11/13/2007,3,21899,,,,,,,,,9:00 AM,799,6:00 PM,1370,10:00 AM,1019,5:00 PM,967,"(47.660476, -122.124756)"
085S-161A-S,161st Ave NE south of NE 85th St,10/20/2009,3,6728,,,,,,,,,11:00 AM,277,5:00 PM,340,9:00 AM,230,12:00 PM,340,"(47.677995, -122.125547)"
REDW-164A-N,164th Ave NE north of Redmond Way,10/01/2007,3,7734,,,,,,,,,9:00 AM,178,4:00 PM,304,9:00 AM,328,12:00 PM,346,"(47.674212, -122.121583)"
040S-156A-N,156th Ave NE north of NE 40th St,12/03/1996,3,18284,,,,,,,,,11:00 AM,447,5:00 PM,1206,8:00 AM,1069,4:00 PM,524,"(47.646604, -122.132308)"
031S-156A-W,NE 31st St west of 156th Ave NE,09/28/2010,3,6951,11:00 AM,208,5:00 PM,529,9:00 AM,594,1:00 PM,276,,,,,,,,,"(47.638147, -122.133795)"
076S-166A-N,166th Ave NE north of NE 76th St,05/01/2006,3,11094,,,,,,,,,11:00 AM,333,5:00 PM,578,11:00 AM,417,12:00 PM,546,"(47.671868, -122.118867)"
076S-180A-E,NE 76th St east of 178th Pl NE and 180th Ave NE,11/15/1999,3,7778,7:00 AM,379,12:00 PM,306,11:00 AM,321,4:00 PM,572,,,,,,,,,"(47.672116, -122.096965)"
ORR-WLSP-S,West Lake Sammamish Pkwy south of Old Redmond Rd,10/02/2012,3,15166,,,,,,,,,8:00 AM,335,5:00 PM,510,8:00 AM,698,5:00 PM,887,"(47.671592, -122.132883)"
085S-164A-S,164th Ave NE south of NE 85th St,10/20/2009,3,15995,,,,,,,,,11:00 AM,221,5:00 PM,344,8:00 AM,506,12:00 PM,413,"(47.67787, -122.121603)"
CLES-LEAW-E,Cleveland St east of Leary Way,11/12/2007,3,14377,11:00 AM,699,5:00 PM,1313,,,,,,,,,,,,,"(47.673344, -122.12279)"
085S-160A-S,160th Ave NE south of NE 85th St,06/24/1997,3,6825,,,,,,,,,11:00 AM,231,1:00 PM,318,11:00 AM,274,12:00 PM,356,"(47.678112, -122.127497)"
024S-152A-E,NE 24th St east of 152nd Ave NE,09/11/2012,3,21599,11:00 AM,673,5:00 PM,1015,8:00 AM,675,12:00 PM,741,,,,,,,,,"(47.631559, -122.136647)"
124S-WILR-W,NE 124th St west of Willows Rd,10/13/2009,3,30957,8:00 AM,1243,5:00 PM,1191,8:00 AM,928,5:00 PM,1336,,,,,,,,,"(47.711635, -122.157984)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,11/15/2011,3,18424,11:00 AM,375,4:00 PM,921,7:00 AM,962,3:00 PM,675,,,,,,,,,"(47.687801, -122.091722)"
REDW-148A-W,Redmond Way west of 148th Ave NE,09/20/1999,3,40405,8:00 AM,1696,4:00 PM,1259,11:00 AM,1193,5:00 PM,1839,,,,,,,,,"(47.675177, -122.145)"
REDW-161A-N,161st Ave NE north of Redmond Way,03/15/2010,7,7192,,,,,,,,,11:00 AM,295,1:00 PM,364,11:00 AM,208,12:00 PM,248,"(47.675427, -122.125559)"
REDW-148A-E,Redmond Way east of 148th Ave NE,11/06/2007,3,26624,8:00 AM,1239,11:00 PM,853,8:00 AM,769,5:00 PM,1091,,,,,,,,,"(47.675144, -122.141922)"
090S-154A-E,NE 90th St east of 154th Ave NE,12/11/2007,3,15841,11:00 AM,332,6:00 PM,1046,9:00 AM,896,1:00 PM,589,,,,,,,,,"(47.682202, -122.133569)"
083S-160A-N,160th Ave NE north of NE 83rd St,11/08/2016,3,6358,,,,,,,,,11:00 AM,212,5:00 PM,315,11:00 AM,221,5:00 PM,291,"(47.677275, -122.1274)"
104S-AVR-W,NE 104th St west of Avondale Rd,10/21/2014,3,8917,7:00 AM,349,5:00 PM,446,7:00 AM,463,6:00 PM,355,,,,,,,,,"(47.693432, -122.094274)"
REDW-170A-S,170th Ave NE south of Redmond Way,10/14/2008,3,15748,,,,,,,,,11:00 AM,629,5:00 PM,1023,11:00 AM,566,12:00 PM,667,"(47.670923, -122.11334)"
024S-152A-E,NE 24th St east of 152nd Ave NE,04/17/2006,3,22490,11:00 AM,775,5:00 PM,1101,8:00 AM,681,12:00 PM,749,,,,,,,,,"(47.631559, -122.136647)"
095S-WILR-E,NE 95th St east of Willows Rd,09/18/2001,3,5383,7:00 AM,294,1:00 PM,211,11:00 AM,284,4:00 PM,370,,,,,,,,,"(47.685905, -122.142579)"
065S-ELSP-W,NE 65th St west of East Lake Sammamish Pkwy,09/25/2007,3,7182,8:00 AM,274,12:00 PM,177,9:00 AM,326,5:00 PM,468,,,,,,,,,"(47.663963, -122.100624)"
062C-156A-N,156th Ave NE north of NE 62nd Ct,02/10/2015,3,673,,,,,,,,,11:00 AM,17,4:00 PM,31,7:00 AM,31,2:00 PM,23,"(47.663245, -122.1325)"
068S-180A-E,NE 68th St east of 180th Ave NE,07/22/1997,3,4500,11:00 AM,146,5:00 PM,186,7:00 AM,230,12:00 PM,213,,,,,,,,,"(47.667039, -122.09928)"
024S-WLSP-N,West Lake Sammamish Pkwy north of NE 24th St,10/06/2009,3,4525,,,,,,,,,8:00 AM,302,5:00 PM,199,8:00 AM,103,5:00 PM,484,"(47.632158, -122.089235)"
BRR-156A-S,156th Ave NE south of Bel-Red Rd,10/20/2009,3,24054,,,,,,,,,9:00 AM,917,5:00 PM,805,11:00 AM,700,5:00 PM,1289,"(47.632153, -122.132355)"
159P-LEAW-W,159th Pl NE west of Leary Way,11/04/2014,3,23192,10:00 AM,867,6:00 PM,1330,9:00 AM,767,5:00 PM,734,,,,,,,,,"(47.672034, -122.127827)"
WLSP-BRR-N,West Lake Sammamish Pkwy north of Bel-Red Rd,03/02/2009,7,16633,,,,,,,,,8:00 AM,607,5:00 PM,894,9:00 AM,698,4:00 PM,649,"(47.652459, -122.117008)"
